smiles,pchembl,n_meas,spread,molecule_chembl_id,scaffold
NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,8.6,2,0.0,CHEMBL270132,O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccccc1
CC(C)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.6,3,0.0,CHEMBL411426,O=C1Nc2ccccc2/C1=N/Nc1ccccc1
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCOCCO)cc1,8.594999999999999,2,1.3499999999999996,CHEMBL1964259,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccccc1
CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ncnc5c4)n3)ccc2nn1C,8.55,1,0.0,CHEMBL5568620,c1cc(-c2ccc3n[nH]cc3c2)nc(Nc2ccc3c(N4CCNCC4)ncnc3c2)n1
NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.55,1,0.0,CHEMBL271595,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccccc1
NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,8.55,2,0.0,CHEMBL1794055,O=C1Nc2ccc3ncsc3c2C1=CNc1ccccc1
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,8.52,3,0.0,CHEMBL384304,O=C(c1ccccc1)c1cnc(NC2CCNCC2)nc1
CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,8.52,1,0.0,CHEMBL453655,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,8.52,1,0.0,CHEMBL518383,O=C(Nc1c[nH]nc1C(=O)Nc1ccccc1)c1ccccc1
Clc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1,8.52,1,0.0,CHEMBL401303,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1
Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,8.52,1,0.0,CHEMBL477785,c1cc(-c2cnc[nH]2)nc(Nc2ccc(N3CCNCC3)cc2)n1
COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c21,8.52,2,0.0,CHEMBL354634,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1
CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@@H](O)CO)nc12,8.52,1,0.0,CHEMBL4644434,c1ccc(CNc2ccnc3ccnn23)cc1
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,8.52,1,0.0,CHEMBL508129,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br,8.52,1,0.0,CHEMBL3648109,c1ccc(Nc2ncccn2)cc1
CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,8.52,2,0.0,CHEMBL1234833,c1ccc(CNc2ccnc3ccnn23)cc1
C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)CCO)cc2)ncc1C(F)(F)F,8.52,1,0.0,CHEMBL3644026,c1ccc(Nc2ncccn2)cc1
c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1,8.52,1,0.0,CHEMBL497564,c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1
N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3ncc(Cl)c3n2)CC1,8.52,1,0.0,CHEMBL2163996,c1ccc(Nc2cc(NC3CCCCC3)nc3ccnn23)cc1
COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,8.52,1,0.0,CHEMBL3545083,O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(CN4CCNCC4)cc3)n[nH]c1-2)NN1CCOCC1
CCC1CC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CCN1,8.52,1,0.0,CHEMBL455195,O=C(Nc1ncc(SCc2ncco2)s1)C1CCNCC1
O=C(Cc1ccc(Cc2cccs2)cc1)Nc1cc(C2CC2)[nH]n1,8.52,2,0.0,CHEMBL490481,O=C(Cc1ccc(Cc2cccs2)cc1)Nc1cc(C2CC2)[nH]n1
Cc1cc(C)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,8.52,1,0.0,CHEMBL186101,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1
Cc1ncc(-c2ccnc(Nc3ccc(F)cc3)n2)n1C(C)C,8.52,1,0.0,CHEMBL478407,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.52,2,0.0,CHEMBL269883,O=C1Nc2ccccc2/C1=C/Nc1ccccc1
NCCSc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,8.52,1,0.0,CHEMBL311464,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23
Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C,8.52,1,0.0,CHEMBL488084,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C,8.52,1,0.0,CHEMBL453629,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.48,1,0.0,CHEMBL1964255,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccccc1
N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3ncc(Br)c3n2)CC1,8.47,1,0.0,CHEMBL2163995,c1ccc(Nc2cc(NC3CCCCC3)nc3ccnn23)cc1
CN(C)C[C@@H](NC(=O)c1ccc2[nH]nc(-c3nc4ccccc4[nH]3)c2c1)c1ccccc1,8.47,1,0.0,CHEMBL2064555,O=C(NCc1ccccc1)c1ccc2[nH]nc(-c3nc4ccccc4[nH]3)c2c1
C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,8.47,2,0.0,CHEMBL215803,c1cc2c3nn(cc3c1)CCN1CC[C@@H](C1)Oc1cccc3ncc-2nc13
CC(C)Oc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.47,3,0.0,CHEMBL271160,O=C1Nc2ccccc2/C1=N/Nc1ccccc1
COc1cc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)ccc1S(C)(=N)=O,8.46,2,0.47999999999999865,CHEMBL3648115,c1ccc(Nc2ncccn2)cc1
COc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,8.46,2,0.11999999999999922,CHEMBL3648112,c1ccc(Nc2ncccn2)cc1
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1,8.44,1,0.0,CHEMBL1964251,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1
C[C@H](CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,8.4,3,0.0,CHEMBL4741442,c1ccc(Nc2ncccn2)cc1
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C4CCCC4)cnn23)cc1,8.4,1,0.0,CHEMBL178179,c1ccc(Nc2cc(NC3CCCCC3)nc3c(C4CCCC4)cnn23)cc1
C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)CC3CC3)cc2)ncc1Br)C(C)(C)O,8.4,1,0.0,CHEMBL3648076,N=S(=O)(CC1CC1)c1ccc(Nc2ncccn2)cc1
Cc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,8.4,1,0.0,CHEMBL3648096,c1ccc(Nc2ncccn2)cc1
CN=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)cc1OC,8.4,1,0.0,CHEMBL3648113,c1ccc(Nc2ncccn2)cc1
CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,8.4,1,0.0,CHEMBL468963,c1cnn2ncc(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)c2c1
C[C@H](Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br)C(C)(C)O,8.4,1,0.0,CHEMBL3648108,c1ccc(Nc2ncccn2)cc1
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,8.4,1,0.0,CHEMBL60541,O=C1Nc2ccccc2/C1=C/c1[nH]cc2c1CCOC2=O
CCCN(C)[C@H]1CCN(C(=O)c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)C1,8.4,1,0.0,CHEMBL518826,O=C(c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1)N1CCCC1
C[C@@H](NC(=O)N1CCc2cnc(Nc3cnn(C)c3)nc2C1)c1ccc(Cl)c(Cl)c1,8.4,1,0.0,CHEMBL3357950,O=C(NCc1ccccc1)N1CCc2cnc(Nc3cn[nH]c3)nc2C1
O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1[nH]cc2c1CCOC2=O,8.4,1,0.0,CHEMBL293068,O=C1Nc2ccccc2/C1=C/c1[nH]cc2c1CCOC2=O
CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1,8.4,1,0.0,CHEMBL3648095,c1ccc(Nc2ncccn2)cc1
COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.4,2,0.0,CHEMBL73243,c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1
COc1cc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)ccc1S(C)(=N)=O,8.4,1,0.0,CHEMBL3648111,c1ccc(Nc2ncccn2)cc1
O=C(Cc1ccc(-c2ccccc2)c(F)c1)Nc1cc(C2CC2)[nH]n1,8.4,2,0.0,CHEMBL489477,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cc(C2CC2)[nH]n1
N#Cc1cnn2c(Nc3ccc(F)c(Cl)c3)cc(N[C@H]3CC[C@H](N)CC3)nc12,8.4,1,0.0,CHEMBL2163997,c1ccc(Nc2cc(NC3CCCCC3)nc3ccnn23)cc1
CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,8.4,1,0.0,CHEMBL485618,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
NC(=O)c1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,8.4,1,0.0,CHEMBL5188322,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1
CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](C)[C@H](C)O)n2)cc1,8.4,1,0.0,CHEMBL3648122,c1ccc(Nc2ncccn2)cc1
C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br)C(C)(C)O,8.4,1,0.0,CHEMBL3648107,c1ccc(Nc2ncccn2)cc1
CC(CO)Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,8.4,1,0.0,CHEMBL3648106,c1ccc(Nc2ncccn2)cc1
COC[C@@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)[C@@H](C)O,8.4,1,0.0,CHEMBL3648118,c1ccc(Nc2ncccn2)cc1
COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)ccc1O,8.39,1,0.0,CHEMBL514197,c1ccc(-c2ccc3c(-c4nc5c(N6CCNCC6)cccc5[nH]4)n[nH]c3c2)cc1
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.37,2,0.0,CHEMBL1964244,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
COCCOCCOCCOCCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.35,1,0.0,CHEMBL1964250,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccccc1
NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.35,3,0.0,CHEMBL410883,O=C1Nc2ccccc2/C1=N/Nc1ccccc1
