rank,gene,protein_name,final_score,tier,multiplicative_score,tumour_quality,safety_score,consensus_multiplier,score_specificity,score_intensity,score_uniformity,score_accessibility,score_druggability,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets_reproducible,n_datasets,topology_class,max_ecd_segment,surface_confirmation,ab_tractability_bucket,ot_n_drugs,ot_drugs,depmap_mean_gene_effect,safety_source,safety_is_default,protein_worst_tissue,rna_worst_tissue,rna_max_ntpm,n_normal_tissues_medium_high,almen_class,uniprot,ensembl_gene
27,DUOX1,Dual oxidase 1,0.4311572677625132,Tier 2,0.0801506656343482,0.4020749410535599,0.249178254631863,0.8,0.4227749668346856,0.1171037563437715,0.1034834986719996,0.8408333333333333,0.7,0.294164592,0.1034834986719996,0.0630042452,0.0378476664,0.0346578952,0.06553736,1.2683249005040569,0.9238126109202498,3,5,multi-pass (7 TM),571,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0279252647230216,protein+RNA (min),False,Stomach,lung,98.9,7.0,Enzymes,Q9NRD9,ENSG00000137857
28,IL27RA,Interleukin-27 receptor subunit alpha,0.4210436793049732,Tier 2,0.0746416887008161,0.2679794380413842,0.5570702681247448,0.5,0.0,0.0713149165185111,0.1060822736884101,0.9000000000000001,0.65,0.170039162,0.1060822736884101,0.130260084,0.661913312,0.348291535,0.735459672,-1.846707723600766,0.5777965838996261,0,5,type I,480,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.1040446301909869,RNA only,False,,heart muscle,15.5,,Unclassified,Q6UWB1,ENSG00000104998
29,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,0.4190137408166423,Tier 2,0.0735672962918684,0.7356729629186843,0.0999999999999999,1.0,1.0,0.8408651539476429,0.352499660645779,0.6133333333333334,0.7,5.3700415,0.352499660645779,0.1943005174,0.0937593779999999,0.1531195308,0.2156501452,4.728718682882846,1.5148154976474653,5,5,no TM (GPI/peripheral),310,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.2065487086256544,protein+RNA (min),False,Lung,bone marrow,270.1,4.0,Miscellaneous,P40199,ENSG00000086548
30,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,0.4172222027271717,Tier 2,0.0726276906079855,0.2781604389428785,0.373,0.7,0.0,0.1038538052199204,0.1244483894944722,1.0,0.55,0.2569506419999999,0.1244483894944722,0.303040888,0.0058926290999999,0.1774658969999999,0.309658458,-0.0367705020839868,0.8225665020738119,2,5,type I,778,Open Targets confirmed,UniProt loc med conf,0.0,,-0.0422647262133528,protein+RNA (min),False,Cerebellum,thyroid gland,54.6,39.0,Miscellaneous,Q6UXM1,ENSG00000139263
31,STEAP4,Metalloreductase STEAP4,0.416894431297072,Tier 2,0.0724566552323566,0.4301719104402942,0.1871516776170176,0.9,0.608598378480094,0.3373117530112521,0.2106502314700777,0.22,0.7,1.10174693,0.2106502314700777,0.217585652,0.082382513,0.024610951,0.2327386719999999,1.825795135440282,1.2345851517544353,4,5,multi-pass (6 TM),30,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.1799633084122673,RNA only,False,,lung,106.6,,Transporters,Q687X5,ENSG00000127954
32,SLC34A2,Sodium-dependent phosphate transport protein 2B,0.4104732626064243,Tier 2,0.0691599419307383,0.6915994193073838,0.0999999999999999,1.0,1.0,0.8099035351787871,0.4255935613581315,0.3133333333333333,0.65,4.95021724,0.4255935613581315,0.0728384786,0.0674655958,0.1100284904,0.14002367,4.631687216674547,0.6276460925880215,5,5,multi-pass (8 TM),130,Open Targets confirmed,GO CC high conf,1.0,LIFASTUZUMAB VEDOTIN,0.015356967522459,protein+RNA (min),False,Lung,lung,709.6,5.0,Transporters,O95436,ENSG00000157765
33,PLXNA1,Plexin-A1,0.4099432821244079,Tier 2,0.0688924011319648,0.2952526714131054,0.3333338710595609,0.7,0.0,0.1227906647351058,0.1159726923304211,1.0,0.65,0.310472944,0.1159726923304211,0.380972779,0.0749132882,0.1130047626,0.40543224,-0.0799653437859217,0.8671894870629088,2,5,type I,1216,experimental (CSPA/GPI),GO CC high conf,0.0,,-0.0776916902318831,RNA only,False,,cerebral cortex,24.5,,Receptors,Q9UIW2,ENSG00000114554
34,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,0.4077555426444827,Tier 2,0.0677953050832088,0.3508581408479972,0.3864542228910682,0.5,0.0,0.251625156826038,0.2276655474139483,1.0,0.7,0.740347584,0.2276655474139483,0.317163912,0.697015202,1.24010089,1.24010089,-0.8456611435980488,0.3070084348693482,0,5,type I,657,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0097114205999946,protein+RNA (min),False,Lung,spinal cord,38.8,6.0,Enzymes,O14672,ENSG00000137845
35,GPRC5A,Retinoic acid-induced protein 3,0.4066330187152454,Tier 2,0.0672369371405583,0.6723693714055834,0.0999999999999999,1.0,0.9238543397681797,0.8297106409159036,0.4551047064597442,0.2216666666666666,0.7,5.2154832,0.4551047064597442,0.7381482939999999,0.0832000062,0.2285696706,0.756374116,2.771563019304539,1.097402428267953,5,5,multi-pass (7 TM),32,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0251559858956481,protein+RNA (min),False,Lung,lung,190.3,10.0,Receptors,Q8NFJ5,ENSG00000013588
36,PTPRG,Receptor-type tyrosine-protein phosphatase gamma,0.4033746088991807,Tier 2,0.0656335162838699,0.291080885139258,0.4509641109031929,0.5,0.0,0.1094934743829619,0.1084109513133282,1.0,0.65,0.272657653,0.1084109513133282,0.537545806,0.02126981544,1.878270768,1.878270768,-2.3889763051167607,0.5886745334810155,0,5,type I,717,Open Targets confirmed,GO CC high conf,0.0,,-0.1717486570797637,RNA only,False,,kidney,25.0,,Receptors,P23470,ENSG00000144724
37,NOTCH2,Neurogenic locus notch homolog protein 2,0.4029877143983087,Tier 2,0.0654448413056245,0.3509106772419547,0.373,0.5,0.0,0.1685249454288999,0.1610284407808734,1.0,0.9,0.449322378,0.1610284407808734,0.747605604,0.3497438739999999,0.02874371989,0.747605604,-0.7519974006413335,0.1960417547830391,0,5,type I,1652,experimental (CSPA/GPI),Advanced Clinical,1.0,TAREXTUMAB,-0.0543571134169407,protein+RNA (min),False,Cerebellum,liver,36.2,34.0,Receptors,Q04721,ENSG00000134250
38,ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme",0.4007365789167214,Tier 2,0.0643542093378567,0.4420915637161929,0.1819595040360515,0.8,0.4322171603552446,0.2524634754267419,0.1490436026213557,0.8475,0.7,0.74356323,0.1490436026213557,0.0289949828,0.0346792436,0.2630810724,0.2695112856,1.296651481065734,2.430777515898912,3,5,no TM (GPI/peripheral),507,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0087495894217919,protein+RNA (min),False,Adrenal gland,liver,57.7,13.0,,P05186,ENSG00000162551
39,SLC44A3,Choline transporter-like protein 3,0.3993707264587096,Tier 2,0.0636984236332253,0.2917639628440205,0.3118882371916263,0.7,0.3839121525863001,0.1003758825669837,0.1063257027736689,0.2516666666666667,0.65,0.2473610879999999,0.1063257027736689,0.0667937924,0.0082303162,0.01229177892,0.067800308,1.1517364577589004,1.1722085118800225,2,5,multi-pass (9 TM),32,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.3689975058508399,protein+RNA (min),False,Kidney,kidney,33.3,17.0,Transporters,Q8N4M1,ENSG00000143036
40,PLXNA3,Plexin-A3,0.39847980139873,Tier 2,0.0632730743627504,0.2944150361147635,0.3581852521173913,0.6,0.0056182479142336,0.1031865388800102,0.1229612698224569,1.0,0.65,0.255105114,0.1229612698224569,0.244197876,0.2199095,0.050467132,0.26112247,0.0168547437427009,0.3751756035304586,1,5,type I,1200,experimental (CSPA/GPI),GO CC high conf,0.0,,0.0888670249078197,RNA only,False,,cerebellum,23.8,,Receptors,P51805,ENSG00000130827
41,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,0.3979285170570316,Tier 2,0.0630108285484553,0.337859670501101,0.373,0.5,0.0,0.2061203198135296,0.2081780326919756,1.0,0.7,0.574412318,0.2081780326919756,0.573119532,0.52560678,0.763912828,0.819611432,-0.5598896125485622,0.3104187740516542,0,5,type I,650,Open Targets confirmed,UniProt loc high conf,1.0,APRATASTAT,0.0416633270743164,protein+RNA (min),False,Cerebellum,lung,17.9,36.0,Enzymes,P78536,ENSG00000151694
42,LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4,0.3956150654946611,Tier 2,0.061918220306188,0.4244537194218759,0.1823467950478891,0.8,0.3901679018761196,0.1759979504549238,0.1410187938402761,0.7266666666666667,0.9,0.4733693674,0.1410187938402761,0.0904994982,0.01756109422,0.0474809016,0.0904994982,1.170503705628359,1.0420705361014908,3,5,multi-pass (7 TM),518,experimental (CSPA/GPI),Advanced Clinical,1.0,ROSMANTUZUMAB,0.0177473569678478,RNA only,False,,liver,56.3,,Receptors,Q9BXB1,ENSG00000205213
43,LRP6,Low-density lipoprotein receptor-related protein 6,0.3944268560755615,Tier 2,0.0613619897346345,0.3290187117138581,0.373,0.5,0.0,0.1933580625938971,0.1767354959753934,1.0,0.7,0.530782838,0.1767354959753934,0.356464436,0.01960257266,0.5579877659999999,0.5579877659999999,-0.3198286091595755,0.5626107750703774,0,5,type I,1354,Open Targets confirmed,UniProt loc high conf,0.0,,0.0121293274365742,protein+RNA (min),False,Cerebral cortex,liver,7.8,27.0,Receptors,O75581,ENSG00000070018
44,ITGAE,Integrin alpha-E,0.3930837232252307,Tier 2,0.0607372581701208,0.3036862908506041,0.4,0.5,0.0,0.1347682536862318,0.1461632005667891,1.0,0.65,0.345496442,0.1461632005667891,0.318127242,0.615117346,0.310954126,0.615117346,-0.5730650601207625,0.6875709568636632,0,5,type I,1106,unconfirmed (ML prediction only),GO CC high conf,0.0,,0.0402215008952171,protein+RNA (min),False,Skin,lung,6.2,1.0,Receptors,P38570,ENSG00000083457
45,CD276,CD276 antigen,0.3888720685989484,Tier 2,0.05880581197493,0.3153126647449332,0.373,0.5,0.0,0.151851246880095,0.154087076844571,0.7941666666666667,0.9,0.397074242,0.154087076844571,1.278016814,0.113366574,0.7420918920000001,1.278016814,-1.2757813142070231,0.5162393482410363,0,5,type I,437,unconfirmed (ML prediction only),Advanced Clinical,2.0,ENOBLITUZUMAB; 8H9 131I,-0.2639456440375935,protein+RNA (min),False,Liver,heart muscle,26.8,32.0,Miscellaneous,Q5ZPR3,ENSG00000103855
46,SLC52A2,"Solute carrier family 52, riboflavin transporter, member 2",0.3862813642571147,Tier 2,0.0576383141428823,0.2698664815413213,0.2669760700443678,0.8,0.1388688168636366,0.2219819592422644,0.2221722231688874,0.2291666666666666,0.7,0.630374586,0.2221722231688874,0.386314648,0.322573772,0.390106802,0.4679428039999999,0.41660645059091,0.5524247013403442,3,5,multi-pass (10 TM),29,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0686383584697163,protein+RNA (min),False,Stomach,cerebellum,34.2,16.0,Receptors,Q9HAB3,ENSG00000185803
47,PLXNB2,Plexin-B2,0.3861594509817187,Tier 2,0.0575837581211753,0.4981859161472759,0.1284298720501322,0.9,0.2472058506391273,0.4931197608680661,0.3520010439096226,1.0,0.7,1.961991894,0.3520010439096226,1.23564878,0.365450646,0.941641738,1.23564878,0.7416175519173821,0.3600650945145444,4,5,type I,1181,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0296135699251696,RNA only,False,,cerebellum,82.4,,Receptors,O15031,ENSG00000196576
48,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,0.3807495430385959,Tier 2,0.0551973429342581,0.3504800072816727,0.262484505951183,0.6,0.0,0.2485424078960605,0.2288576285123031,1.0,0.7,0.728573608,0.2288576285123031,0.686281072,0.1863355336,0.379371326,0.686281072,-0.003685584836002,0.3450496771393938,1,5,type I,670,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0213406079457717,RNA only,False,,lung,52.5,,Enzymes,Q13443,ENSG00000168615
49,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,0.3791097756008475,Tier 2,0.0544872575341929,0.351851198025048,0.3097176183570307,0.5,0.0,0.2863370962168295,0.2354188939084104,1.0,0.65,0.8785898360000001,0.2354188939084104,0.500810188,0.0393634947999999,1.187918044,1.187918044,-0.7915519043406279,0.5410244938611372,0,5,type I,727,experimental (CSPA/GPI),GO CC high conf,0.0,,0.0513533429058942,RNA only,False,,liver,30.9,,Receptors,Q15262,ENSG00000152894
50,SEMA4A,Semaphorin-4A,0.3782789559240612,Tier 2,0.0541298152802742,0.301707802779107,0.29901897786352,0.6,0.0,0.1195672194131209,0.1214717944824142,0.99,0.7,0.3012040019999999,0.1214717944824142,0.25682575,0.270024844,0.1163880958,0.381810316,-0.4463864562543829,0.7920034018113941,1,5,type I,651,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0636814946436874,protein+RNA (min),False,Lymph node,bone marrow,48.4,2.0,Miscellaneous,Q9H3S1,ENSG00000196189
