restricted	broad	perc_id	omega_restricted	omega_broad	log2_r_over_b	sym_r	sym_b
ENSG00000171450	ENSG00000176749	55.7003	0.0905409260788207	0.0197776178390499	2.194701395145751	CDK5R2	CDK5R1
ENSG00000179673	ENSG00000177519	55.9633	0.1180181406335426	0.0261592683331132	2.173614539317705	RPRML	RPRM
ENSG00000120329	ENSG00000102743	87.3754	0.1734330114518476	0.0387336839395747	2.162717902094908	SLC25A2	SLC25A15
ENSG00000164900	ENSG00000168505	50.8621	0.086651486776301	0.0198658093478761	2.1249369324329797	GBX1	GBX2
ENSG00000143847	ENSG00000139220	69.8426	0.0511437527051315	0.0120468325195161	2.085904155430134	PPFIA4	PPFIA2
ENSG00000187475	ENSG00000168298	54.5894	0.151292106230037	0.0356699183792971	2.0845568961956022	H1-6	H1-4
ENSG00000174016	ENSG00000112773	59.6401	0.2147657148130063	0.0518111541190296	2.051429074144592	TENT5D	TENT5A
ENSG00000196220	ENSG00000196935	69.0323	0.0506835187842595	0.0122672498201755	2.0467048401604004	SRGAP3	SRGAP1
ENSG00000183386	ENSG00000115641	53.2143	0.1805409996426437	0.0437381482101323	2.0453624547946005	FHL3	FHL2
ENSG00000198099	ENSG00000197894	60.5263	0.2797876181435488	0.0701902254825018	1.9949900747111813	ADH4	ADH5
ENSG00000139797	ENSG00000125352	68.9441	0.1977915244672605	0.0498211652585941	1.989149936698711	RNF113B	RNF113A
ENSG00000131095	ENSG00000026025	57.1759	0.1057772266543592	0.0267799335439554	1.9818047696978307	GFAP	VIM
ENSG00000078328	ENSG00000100320	62.7204	0.1908375144348697	0.0484253147448025	1.9785114702599118	RBFOX1	RBFOX2
ENSG00000102466	ENSG00000161958	60.4444	0.2977071177221527	0.0759364291527608	1.9710296504878222	FGF14	FGF11
ENSG00000155367	ENSG00000111110	55.4455	0.1282219946352272	0.0328560738616966	1.964411755947391	PPM1J	PPM1H
ENSG00000113073	ENSG00000080493	52.7633	0.1951493164407946	0.0501608072008363	1.9599459397205885	SLC4A9	SLC4A4
ENSG00000107187	ENSG00000121454	62.8205	0.0564893812645324	0.0147077262059573	1.9414054735530142	LHX3	LHX4
ENSG00000166796	ENSG00000134333	75.3012	0.2115129188447522	0.0555053167385085	1.9300479074214545	LDHC	LDHA
ENSG00000167117	ENSG00000154945	60.5263	0.2909937980950935	0.0765592863485001	1.926339118689496	ANKRD40CL	ANKRD40
ENSG00000129159	ENSG00000131398	73.3333	0.1561395677206818	0.0412208714958914	1.9213892687082943	KCNC1	KCNC3
ENSG00000159263	ENSG00000112246	56.6717	0.089571203106867	0.0238399358640931	1.9096546298117276	SIM2	SIM1
ENSG00000181240	ENSG00000125648	57.027	0.1480310181376963	0.0403124794806586	1.8766010809083833	SLC25A41	SLC25A23
ENSG00000100027	ENSG00000175155	96.6387	0.0571987677899179	0.0157557811714354	1.860102783007606	YPEL1	YPEL2
ENSG00000174990	ENSG00000169239	60.3279	0.3475639314660425	0.0988883255802727	1.8134062574061172	CA5A	CA5B
ENSG00000107147	ENSG00000162687	78.326	0.0787997333933844	0.0227453025542539	1.7926221233080042	KCNT1	KCNT2
ENSG00000144191	ENSG00000183862	62.5	0.1578028598061541	0.0459089586716538	1.7812757373926693	CNGA3	CNGA2
ENSG00000160781	ENSG00000137819	50.6061	0.2681453534697834	0.0796119388566563	1.7519585507901023	PAQR6	PAQR5
ENSG00000115257	ENSG00000140564	52.3179	0.194132955674308	0.0579240550819909	1.7448105386146557	PCSK4	FURIN
ENSG00000105929	ENSG00000033627	62.3656	0.1058858517272161	0.0316634105630002	1.7416212658874548	ATP6V0A4	ATP6V0A1
ENSG00000171004	ENSG00000185352	56.051	0.147310828465015	0.0452949628756377	1.7014409570368585	HS6ST2	HS6ST3
ENSG00000004939	ENSG00000164889	58.5071	0.1782056689503219	0.0548127463931596	1.700959903706395	SLC4A1	SLC4A2
ENSG00000180815	ENSG00000197442	58.8728	0.1034932053027804	0.0324142442469153	1.674836211448609	MAP3K15	MAP3K5
ENSG00000151005	ENSG00000163931	66.6132	0.131105389860605	0.0414586653315635	1.6609814192836048	TKTL2	TKT
ENSG00000150656	ENSG00000133313	52.6316	0.16118348634639	0.0511366200416497	1.6562752321407395	CNDP1	CNDP2
ENSG00000205678	ENSG00000099797	51.2987	0.1566540798202113	0.0501429144105678	1.6434645868631708	TECRL	TECR
ENSG00000174482	ENSG00000169783	60.396	0.0278076455725742	0.0089413825536885	1.6369117699833078	LINGO2	LINGO1
ENSG00000135766	ENSG00000129521	60.6695	0.3175275332208683	0.1023836573092134	1.6328962474977338	EGLN1	EGLN3
ENSG00000106648	ENSG00000178234	52.5959	0.2636212300973076	0.0850887804429684	1.6314257389480713	GALNTL5	GALNT11
ENSG00000198643	ENSG00000071889	53.125	0.2412976376344227	0.0781223933669236	1.627005737678379	FAM3D	FAM3A
ENSG00000160883	ENSG00000159399	55.2546	0.1427037047289476	0.0466399871551522	1.6133834927594444	HK3	HK2
ENSG00000002587	ENSG00000249853	50.1629	0.0905260099299197	0.0297743651795592	1.6042616181856333	HS3ST1	HS3ST5
ENSG00000184185	ENSG00000123700	71.1944	0.0245680920676995	0.0082259844701068	1.5785255705847372	KCNJ12	KCNJ2
ENSG00000152932	ENSG00000105649	83.6364	0.014936530560241	0.0050157279601431	1.574314072132058	RAB3C	RAB3A
ENSG00000101958	ENSG00000145451	77.4336	0.0222518259189789	0.0074792157566425	1.5729648168195447	GLRA2	GLRA3
ENSG00000152192	ENSG00000091010	74.2604	0.0241515365226453	0.0081353011466402	1.5698473197213734	POU4F1	POU4F3
ENSG00000183873	ENSG00000153253	64.1687	0.0546812254840492	0.0184364986896581	1.5684808793183045	SCN5A	SCN3A
ENSG00000177752	ENSG00000145817	60.5469	0.2036302131518046	0.0689707537070113	1.5618949961288056	YIPF7	YIPF5
ENSG00000007952	ENSG00000165168	58.8652	0.2003673624986019	0.0683021723523419	1.5526441602003056	NOX1	CYBB
ENSG00000136167	ENSG00000102024	79.9043	0.0238732263785414	0.0082092056097775	1.5400790276750063	LCP1	PLS3
ENSG00000102683	ENSG00000185053	58.4192	0.1384901199826488	0.0479505205904101	1.5301646731756722	SGCG	SGCZ
ENSG00000185100	ENSG00000035687	75.4386	0.1115028253230807	0.0389482336565515	1.5174504593077043	ADSS1	ADSS2
ENSG00000121075	ENSG00000089225	54.4402	0.0652891327714182	0.0230787235647326	1.5002794446395005	TBX4	TBX5
ENSG00000183454	ENSG00000273079	51.8443	0.0357942509382823	0.012696058730748	1.495347181847846	GRIN2A	GRIN2B
ENSG00000164651	ENSG00000217236	60.7438	0.0174865931544935	0.0062096817397247	1.493658007865675	SP8	SP9
ENSG00000142606	ENSG00000196549	53.0667	0.1809516746366917	0.0643154671487642	1.492366822974447	MMEL1	MME
ENSG00000213760	ENSG00000136888	63.5593	0.2206250574992662	0.0794770143362505	1.4729870724912593	ATP6V1G2	ATP6V1G1
ENSG00000142408	ENSG00000075461	61.4679	0.0583882636668155	0.0210836200839502	1.4695558085356304	CACNG8	CACNG4
ENSG00000188573	ENSG00000105202	75.3894	0.1074264404159591	0.0407618655000556	1.3980571372202468	FBLL1	FBL
ENSG00000111262	ENSG00000177301	79.798	0.0203218025284049	0.0078389207960251	1.374301420073696	KCNA1	KCNA2
ENSG00000164100	ENSG00000138653	81.6514	0.0734303239352428	0.0284019664193199	1.3703851457391834	NDST3	NDST4
ENSG00000118733	ENSG00000130558	63.3188	0.0373010065458614	0.0146834328105606	1.3450252688694528	OLFM3	OLFM1
ENSG00000006377	ENSG00000144355	58.0392	0.0358532637366557	0.0141243113213229	1.3439239282447355	DLX6	DLX1
ENSG00000134398	ENSG00000178607	51.2959	0.1690245336859404	0.0676966490626575	1.320076338697208	ERN2	ERN1
ENSG00000153132	ENSG00000127022	57.9392	0.1270660596124692	0.0511641805460242	1.312372671584094	CLGN	CANX
ENSG00000140795	ENSG00000145949	55.9278	0.2613401883872222	0.1055709211419924	1.3077164885842745	MYLK3	MYLK4
ENSG00000152455	ENSG00000101945	59.0244	0.0992883380565522	0.0401500038610981	1.3062241490157542	SUV39H2	SUV39H1
ENSG00000175564	ENSG00000175567	72.4919	0.1277451122307718	0.0517087893254613	1.3047866599365356	UCP3	UCP2
ENSG00000164087	ENSG00000139323	57.7396	0.2736742341351828	0.1109512088102953	1.3025342285907755	POC1A	POC1B
ENSG00000140986	ENSG00000100316	77.9156	0.0322661815381378	0.0131220302648699	1.29803190205209	RPL3L	RPL3
ENSG00000147454	ENSG00000155287	65.3846	0.094691280605341	0.0389958947816061	1.2799093300732285	SLC25A37	SLC25A28
ENSG00000112139	ENSG00000139915	52.5654	0.0721159256978832	0.0298305324319477	1.2735281638307154	MDGA1	MDGA2
ENSG00000196218	ENSG00000198626	65.1846	0.0320503660460869	0.0133571406159418	1.2627296330344937	RYR1	RYR2
ENSG00000036565	ENSG00000165646	63.4241	0.1788961449054995	0.0751939745607109	1.2504333329033268	SLC18A1	SLC18A2
ENSG00000072818	ENSG00000114331	53.6486	0.0645204287589716	0.0271245749345155	1.2501554962386903	ACAP1	ACAP2
ENSG00000196104	ENSG00000152377	52.194	0.1018578575805211	0.043121285671501	1.2400851797072405	SPOCK3	SPOCK1
ENSG00000099365	ENSG00000106089	82.9861	0.0524703045019213	0.022234591313043	1.2386952752106775	STX1B	STX1A
ENSG00000186335	ENSG00000123643	70.5882	0.3489157204950011	0.1493348674330287	1.2243275477477513	SLC36A2	SLC36A1
ENSG00000164037	ENSG00000164038	54.7573	0.3824113537510226	0.1637875583423299	1.2232995865104757	SLC9B1	SLC9B2
ENSG00000131747	ENSG00000077097	70.2155	0.0851810242885942	0.0366366268013822	1.217245400094899	TOP2A	TOP2B
ENSG00000198822	ENSG00000164082	67.8899	0.0560394649355762	0.0241121400316593	1.216683480443765	GRM3	GRM2
ENSG00000179636	ENSG00000159713	62.9412	0.0947487692264882	0.0407945215537551	1.2157317826097083	TPPP2	TPPP3
ENSG00000137225	ENSG00000014216	51.5562	0.2162285298478803	0.0940785350652463	1.2006193885134613	CAPN11	CAPN1
ENSG00000134240	ENSG00000112972	62.4016	0.1303017657365468	0.0569155452806504	1.1949619810053238	HMGCS2	HMGCS1
ENSG00000147570	ENSG00000101152	66.6667	0.1676290349400904	0.073537721313699	1.1887156810710542	DNAJC5B	DNAJC5
ENSG00000142623	ENSG00000117115	52.1805	0.1748950640557532	0.0769554016837945	1.184395072197231	PADI1	PADI2
ENSG00000081248	ENSG00000157388	64.2285	0.095661889908186	0.0423851013459138	1.1743870569837234	CACNA1S	CACNA1D
ENSG00000007933	ENSG00000094963	56.203	0.1860346084063493	0.082467400149962	1.173675202570337	FMO3	FMO2
ENSG00000186393	ENSG00000171446	72.0085	0.148356962834448	0.0662423335967881	1.1632472360210977	KRT26	KRT27
ENSG00000101200	ENSG00000101405	71.2	0.3329180147007138	0.1492450816097607	1.1574835509370238	AVP	OXT
ENSG00000174527	ENSG00000197879	60.4046	0.0577038396130661	0.025894275574077	1.1560341212126337	MYO1H	MYO1C
ENSG00000145194	ENSG00000117298	62.3529	0.0773991495893325	0.0351700611038848	1.1379698735977934	ECE2	ECE1
ENSG00000104879	ENSG00000166165	80.5774	0.0946955683944276	0.0431328344664987	1.1345103857514098	CKM	CKB
ENSG00000118733	ENSG00000105088	59.9119	0.0373010065458614	0.0170306001951324	1.1310852816868142	OLFM3	OLFM2
ENSG00000188580	ENSG00000185942	58.2569	0.0688310415821173	0.031701686081394	1.1184997682449078	NKAIN2	NKAIN3
ENSG00000250565	ENSG00000131100	76.5487	0.1415979612123986	0.066094160818972	1.0992057674689697	ATP6V1E2	ATP6V1E1
ENSG00000163440	ENSG00000115539	58.9958	0.1130065122579971	0.0528652597582416	1.096014037383331	PDCL2	PDCL3
ENSG00000187122	ENSG00000145147	65.3846	0.0564363317184222	0.0264986028386008	1.0907079234930097	SLIT1	SLIT2
ENSG00000204889	ENSG00000197079	59.8608	0.1753076180555268	0.0836410611959799	1.067605418941136	KRT40	KRT35
ENSG00000180251	ENSG00000115616	52.8822	0.123321153430504	0.0591228218073338	1.060633255213045	SLC9A4	SLC9A2
ENSG00000151475	ENSG00000151729	67.9365	0.1059473923865782	0.0508216566923332	1.059832769574156	SLC25A31	SLC25A4
ENSG00000144191	ENSG00000198515	61.3703	0.1578028598061541	0.0765037436344727	1.0445210995572842	CNGA3	CNGA1
ENSG00000141837	ENSG00000198216	58.7981	0.0685981014663274	0.0332605474713737	1.0443567329565075	CACNA1A	CACNA1E
ENSG00000188394	ENSG00000203737	67.0487	0.0960440288526766	0.0476753654541071	1.0104519254588304	GPR21	GPR52
ENSG00000170950	ENSG00000102144	87.2902	0.1243972999276488	0.0627801163084449	0.9865755649586999	PGK2	PGK1
ENSG00000205927	ENSG00000177468	56.9853	0.0310647395707198	0.0158177685531246	0.9737318695371553	OLIG2	OLIG3
ENSG00000021645	ENSG00000179915	69.2767	0.0190112048539006	0.0097295271110007	0.9664083753030316	NRXN3	NRXN1
ENSG00000188037	ENSG00000114859	51.4477	0.1093628310253041	0.0563288301659144	0.9571770797339807	CLCN1	CLCN2
ENSG00000185518	ENSG00000159164	64.1288	0.1283531807619265	0.0662129435018327	0.9549338762481839	SV2B	SV2A
ENSG00000006071	ENSG00000069431	69.3351	0.0490227767642063	0.0257030720199328	0.9315114041200014	ABCC8	ABCC9
ENSG00000125780	ENSG00000166948	50.5051	0.2287230137115339	0.1221398501921581	0.9050675537266857	TGM3	TGM6
ENSG00000186334	ENSG00000123643	62.1277	0.2790706721463152	0.1493348674330287	0.9020794656348371	SLC36A3	SLC36A1
ENSG00000170777	ENSG00000101150	53.6765	0.3396798132958112	0.1826193721478074	0.8953356697624554	TPD52L3	TPD52L2
ENSG00000168026	ENSG00000123607	51.4851	0.1721954167132014	0.0926238239705575	0.8945915183693518	TTC21A	TTC21B
ENSG00000124194	ENSG00000104381	53.9106	0.1929845106145012	0.1048553492392423	0.8800845950825602	GDAP1L1	GDAP1
ENSG00000152214	ENSG00000143622	66.3594	0.0556037501131277	0.0304643443922735	0.8680604934947594	RIT2	RIT1
ENSG00000167419	ENSG00000121053	51.9663	0.1818758886375457	0.0997992754824463	0.8658530498710003	LPO	EPX
ENSG00000095777	ENSG00000071909	57.047	0.1699686697776391	0.0939247210234096	0.8556920088909137	MYO3A	MYO3B
ENSG00000145087	ENSG00000164506	67.0721	0.0449397433885085	0.0249664378257435	0.8480018922099858	STXBP5L	STXBP5
ENSG00000188386	ENSG00000221823	84.1176	0.1376408326380871	0.0768382928441883	0.8410111532110486	PPP3R2	PPP3R1
ENSG00000133816	ENSG00000243156	51.1566	0.1693645061238008	0.0952596096478578	0.8301950174215045	MICAL2	MICAL3
ENSG00000189401	ENSG00000155100	54.5139	0.243213651626543	0.1368938976974912	0.8291660726005039	OTUD6A	OTUD6B
ENSG00000157890	ENSG00000145794	60.7018	0.06456052921052	0.0365656850239496	0.8201620147882785	MEGF11	MEGF10
ENSG00000165702	ENSG00000162676	60.303	0.1726584113669542	0.0978240164970218	0.8196600136570116	GFI1B	GFI1
ENSG00000186340	ENSG00000137801	61.453	0.0671256608090668	0.0383078683181887	0.8092236378697375	THBS2	THBS1
ENSG00000009709	ENSG00000135903	76.2397	0.0212243011674154	0.0122827714656699	0.789080927368431	PAX7	PAX3
ENSG00000132872	ENSG00000132718	52.4706	0.0780068392512219	0.0456734553247527	0.7722446800737768	SYT4	SYT11
ENSG00000140279	ENSG00000137857	78.0362	0.1497686258227215	0.0877621947976639	0.7710639225805979	DUOX2	DUOX1
ENSG00000168454	ENSG00000136810	60.0	0.5381494581396387	0.3154948181600028	0.770390592590879	TXNDC2	TXN
ENSG00000186049	ENSG00000139648	83.9388	0.1480594607951668	0.0868881598253417	0.7689451789464203	KRT73	KRT71
ENSG00000140623	ENSG00000184640	56.7039	0.1341138031577826	0.0795094473369704	0.754259531671484	SEPTIN12	SEPTIN9
ENSG00000104892	ENSG00000137171	63.0952	0.0817681817823432	0.0485200538037581	0.7529584103286978	KLC3	KLC4
ENSG00000169856	ENSG00000119547	68.3871	0.017264202643043	0.0103479668818067	0.738436362180687	ONECUT1	ONECUT2
ENSG00000149968	ENSG00000137745	50.1062	0.2226355632938131	0.1336755563509997	0.735948382708064	MMP3	MMP13
ENSG00000143178	ENSG00000164458	54.1284	0.0835036421540779	0.0502706335966059	0.7321232521079276	TBX19	TBXT
ENSG00000172575	ENSG00000152689	52.3188	0.0777028339256135	0.04693076159969	0.7274333437624753	RASGRP1	RASGRP3
ENSG00000196415	ENSG00000197561	53.125	0.2896924622579425	0.1749711131362096	0.7274053865355441	PRTN3	ELANE
ENSG00000117971	ENSG00000160716	63.253	0.1613784018537901	0.0977039845640252	0.7239582033412775	CHRNB4	CHRNB2
ENSG00000153233	ENSG00000143851	53.6111	0.1469744176520099	0.0902599843045896	0.7034066288115831	PTPRR	PTPN7
ENSG00000171246	ENSG00000106236	53.8283	0.0500316538447386	0.0307998572340103	0.6999174791607479	NPTX1	NPTX2
ENSG00000159337	ENSG00000243708	50.9603	0.2847560163757976	0.1764950127233416	0.6900989064009684	PLA2G4D	PLA2G4B
ENSG00000144583	ENSG00000139266	60.6936	0.0991864775003521	0.0624101231062474	0.6683633880176909	MARCHF4	MARCHF9
ENSG00000118160	ENSG00000100678	69.3811	0.0490479758690286	0.0309347005972698	0.6649675291343607	SLC8A2	SLC8A3
ENSG00000163114	ENSG00000131828	85.8247	0.1575002690795099	0.0995074852139908	0.6624773352150889	PDHA2	PDHA1
ENSG00000170509	ENSG00000198189	63.0	0.1575835156335253	0.100778723123522	0.6449255439878985	HSD17B13	HSD17B11
ENSG00000105146	ENSG00000178999	76.0518	0.1971041824234332	0.1271051108479952	0.6329363480369181	AURKC	AURKB
ENSG00000164070	ENSG00000170606	63.7664	0.0560111196031301	0.0363112005360248	0.6252986366132494	HSPA4L	HSPA4
ENSG00000150394	ENSG00000140937	66.206	0.0366235350388664	0.0238168699088522	0.6207872301634116	CDH8	CDH11
ENSG00000177143	ENSG00000147400	83.7209	0.054240301263499	0.0356949920475523	0.6036435110090181	CETN1	CETN2
ENSG00000139899	ENSG00000141668	55.6098	0.1102101227031295	0.0725436404745032	0.6033356889286702	CBLN3	CBLN2
ENSG00000133742	ENSG00000185015	59.7701	0.2209168679140212	0.1455483315059666	0.6020052774019057	CA1	CA13
ENSG00000005421	ENSG00000105854	66.1017	0.1520348886582474	0.1008831993610388	0.5917164939585051	PON1	PON2
ENSG00000136531	ENSG00000196876	76.9192	0.0156325032736595	0.0103997324402722	0.5880024075467687	SCN2A	SCN8A
ENSG00000153140	ENSG00000147400	53.8922	0.0531048456019312	0.0356949920475523	0.5731218265529958	CETN3	CETN2
ENSG00000140519	ENSG00000132677	54.5852	0.237249759043441	0.1596942245237817	0.5710944846007789	RHCG	RHBG
ENSG00000158865	ENSG00000100170	50.5185	0.1539153664398369	0.1036401760277497	0.570553902141328	SLC5A11	SLC5A1
ENSG00000107485	ENSG00000179348	66.4414	0.0306237599608676	0.0208822832029463	0.5523719664064599	GATA3	GATA2
ENSG00000167701	ENSG00000166123	66.9355	0.0910369491464693	0.0620984893924417	0.551894036609401	GPT	GPT2
ENSG00000047457	ENSG00000181333	50.7981	0.1506990718865809	0.1031927204076119	0.5463293304485963	CP	HEPHL1
ENSG00000126583	ENSG00000154229	69.4405	0.0089703264891041	0.0061799055512235	0.5375757059582471	PRKCG	PRKCA
ENSG00000110680	ENSG00000175868	59.8425	0.348169878088335	0.2413672116147555	0.5285616862946725	CALCA	CALCB
ENSG00000101489	ENSG00000140488	67.5676	0.0778639811175483	0.0539814168568409	0.5284932664174482	CELF4	CELF6
ENSG00000111713	ENSG00000104812	70.5548	0.0387659126798554	0.026880029146664	0.5282539287443538	GYS2	GYS1
ENSG00000105143	ENSG00000079215	67.1587	0.0401577931369949	0.0282187133123533	0.5090277815456364	SLC1A6	SLC1A3
ENSG00000070915	ENSG00000064651	52.3996	0.0775119545078423	0.0553154291170442	0.48673688429471423	SLC12A3	SLC12A2
ENSG00000140505	ENSG00000140465	72.2656	0.2626888366954603	0.1879381010383644	0.4830973159278983	CYP1A2	CYP1A1
ENSG00000196431	ENSG00000108255	65.8163	0.0505000129607046	0.0364361214673705	0.47091436204013043	CRYBA4	CRYBA1
ENSG00000113763	ENSG00000182168	54.2755	0.0329195056727539	0.023764352326722	0.47014358907661213	UNC5A	UNC5C
ENSG00000065609	ENSG00000073921	57.6687	0.0657453062452918	0.0479509497583222	0.4553285089507318	SNAP91	PICALM
ENSG00000176692	ENSG00000054598	54.491	0.1070513132562365	0.0783146027541034	0.45094924759234295	FOXC2	FOXC1
ENSG00000152208	ENSG00000182771	55.9086	0.0196360531739367	0.0143715825222902	0.45028604615050066	GRID2	GRID1
ENSG00000121742	ENSG00000169562	51.2367	0.0221307622163611	0.0163454633290548	0.43716286819016265	GJB6	GJB1
ENSG00000108018	ENSG00000156395	64.4692	0.0886083441746619	0.065539418210061	0.43507969636898325	SORCS1	SORCS3
ENSG00000138622	ENSG00000164588	62.0225	0.0455516794110923	0.034194458737784	0.41374169145779016	HCN4	HCN1
ENSG00000182389	ENSG00000167535	65.4959	0.0150284110205113	0.0113412103688415	0.406117861367016	CACNB4	CACNB3
ENSG00000134183	ENSG00000214415	80.226	0.0352564985548252	0.0267190258688141	0.40002179221102746	GNAT2	GNAT3
ENSG00000150867	ENSG00000276293	77.5862	0.010502717705643	0.0079596072067905	0.39999354797884656	PIP4K2A	PIP4K2B
ENSG00000126733	ENSG00000276644	53.9232	0.0816314510470424	0.0619264935779783	0.3985683426682165	DACH2	DACH1
ENSG00000163581	ENSG00000117394	52.6718	0.1388124309637641	0.1053781531043885	0.3975609704194569	SLC2A2	SLC2A1
ENSG00000205111	ENSG00000100490	66.3743	0.0805802599215516	0.0616551505874516	0.38620503863989114	CDKL4	CDKL1
ENSG00000108239	ENSG00000132405	51.5152	0.1466029695847739	0.1122702462311488	0.384938690415957	TBC1D12	TBC1D14
ENSG00000143473	ENSG00000140015	73.1781	0.0262253520830668	0.0201772572563815	0.37823206280934246	KCNH1	KCNH5
