Name	symbol	omega	dN	tau	organ	end
ENSG00000151838	CCDC175	0.4130394614299419	0.3786512652873419	0.9525536030379698	Cerebellum	fast
ENSG00000165643	SOHLH1	0.4111929596246833	0.4278671188304901	0.9442656193211152	Cerebellum	fast
ENSG00000175513	TSGA10IP	0.3981350191494435	0.2616227878932414	0.9682896713829584	Cerebellum	fast
ENSG00000053702	NRIP2	0.3857793606780047	0.1791366696782584	0.5509856919977956	Cerebellum	fast
ENSG00000261949	GFY	0.3785709674098312	0.3107167706234792	0.9770870192723952	Cerebellum	fast
ENSG00000144671	SLC22A14	0.3512363899383869	0.2536478009361997	0.9282045180212204	Cerebellum	fast
ENSG00000105711	SCN1B	0.3444153234344894	0.3061213042168227	0.6053515924619636	Cerebellum	fast
ENSG00000077080	ACTL6B	0.002361166005916	0.0010186758781664	0.9217311771203316	Cerebellum	slow
ENSG00000066032	CTNNA2	0.0023785743397568	0.0013606474364626	0.8742359102868892	Cerebellum	slow
ENSG00000179796	LRRC3B	0.0025228586599717	0.0016483523118596	0.9206951712197756	Cerebellum	slow
ENSG00000273706	LHX1	0.0027361910758698	0.0021359928997951	0.9732888132329334	Cerebellum	slow
ENSG00000172461	FUT9	0.0039899596040477	0.0023405519288065	0.923461641119607	Cerebellum	slow
ENSG00000198914	POU3F3	0.0041788513490561	0.001795870358216	0.870577605551062	Cerebellum	slow
ENSG00000176049	JAKMIP2	0.0047019630583168	0.0030927878878965	0.8301067752408858	Cerebellum	slow
ENSG00000165985	C1QL3	0.005044681463832	0.0017276137785837	0.7988416010459541	Cerebellum	slow
ENSG00000145864	GABRB2	0.0050603011905429	0.0025199519716857	0.93766339873624	Cerebellum	slow
ENSG00000116983	HPCAL4	0.0051311045642472	0.0021818197205128	0.8732753146851606	Cerebellum	slow
ENSG00000107105	ELAVL2	0.0051375791878141	0.0011109055909994	0.9059418491693606	Cerebellum	slow
ENSG00000084628	NKAIN1	0.0053605008501076	0.0021119338136849	0.884047340073667	Cerebellum	slow
ENSG00000129170	CSRP3	0.7896877489992115	0.289225632641848	0.9516587473833424	Skeletal_muscle	fast
ENSG00000215187	FAM166B	0.4701630255352094	0.2977696795967248	0.8246757101283052	Skeletal_muscle	fast
ENSG00000154415	PPP1R3A	0.4475142571612794	0.2224713433425357	0.9692400863030552	Skeletal_muscle	fast
ENSG00000163395	IGFN1	0.4064510887969846	0.2518865350249252	0.8570987492207648	Skeletal_muscle	fast
ENSG00000187642	PERM1	0.3683663007992981	0.3138190001604286	0.9093971609128062	Skeletal_muscle	fast
ENSG00000146147	MLIP	0.3634793492462529	0.1745429033893037	0.8797682110436656	Skeletal_muscle	fast
ENSG00000167476	JSRP1	0.3576489758453165	0.3031798259422418	0.9220544306316376	Skeletal_muscle	fast
ENSG00000186335	SLC36A2	0.3489157204950011	0.2722144375338126	0.9258555464021327	Skeletal_muscle	fast
ENSG00000105711	SCN1B	0.3444153234344894	0.3061213042168227	0.6053515924619636	Skeletal_muscle	fast
ENSG00000164309	CMYA5	0.3331402556983866	0.225610640834803	0.7579018235604946	Skeletal_muscle	fast
ENSG00000143028	SYPL2	0.3203319485574263	0.1753375322296434	0.6732625441878252	Skeletal_muscle	fast
ENSG00000130528	HRC	0.3176695516936863	0.2698555955053354	0.711939471424739	Skeletal_muscle	fast
ENSG00000143632	ACTA1	0.002054972287774	0.0011476666355756	0.8472198599915197	Skeletal_muscle	slow
ENSG00000159251	ACTC1	0.0054246675012894	0.0022984120650185	0.7907524279589815	Skeletal_muscle	slow
ENSG00000159173	TNNI1	0.0155005421596594	0.009345915328359	0.9419100476686404	Skeletal_muscle	slow
ENSG00000152556	PFKM	0.0188621289572892	0.0101381436690419	0.4439646518666659	Skeletal_muscle	slow
ENSG00000133020	MYH8	0.0194719228610408	0.0145485825636442	0.9752036265670638	Skeletal_muscle	slow
ENSG00000111245	MYL2	0.0203193256576608	0.0253188599437158	0.8743540750324201	Skeletal_muscle	slow
ENSG00000009709	PAX7	0.0212243011674154	0.0114137409096638	0.9722658030714548	Skeletal_muscle	slow
ENSG00000108515	ENO3	0.0216808803925656	0.0121521645897416	0.7087954806729372	Skeletal_muscle	slow
ENSG00000079739	PGM1	0.0236386782645412	0.0128357858719117	0.4145314408220564	Skeletal_muscle	slow
ENSG00000184185	KCNJ12	0.0245680920676995	0.0144849716712676	0.7962419544119098	Skeletal_muscle	slow
ENSG00000068976	PYGM	0.0279860169673557	0.0165566782124681	0.7028833501070462	Skeletal_muscle	slow
ENSG00000130598	TNNI2	0.0280957392341087	0.014481544036073	0.8382100314479687	Skeletal_muscle	slow
ENSG00000123838	C4BPA	0.5754386302174945	0.3401878572065886	0.9351298049452444	Liver	fast
ENSG00000161944	ASGR2	0.5272549569061874	0.4048319222897021	0.9010022548601444	Liver	fast
ENSG00000284779	ENSG00000284779	0.5195328635549459	0.3162678379029681	0.9879548704069674	Liver	fast
ENSG00000121410	A1BG	0.4650377488321662	0.4634977100602889	0.7376590430873406	Liver	fast
ENSG00000118271	TTR	0.4279375168472203	0.5076477261937734	0.8994885427045671	Liver	fast
ENSG00000116882	HAO2	0.4229944033641702	0.3119405754093771	0.958596759350975	Liver	fast
ENSG00000110244	APOA4	0.421440664425767	0.2438895631400895	0.975293861354864	Liver	fast
ENSG00000044012	GUCA2B	0.4195272231337631	0.5758463321476812	0.9525486472152936	Liver	fast
ENSG00000139540	SLC39A5	0.4148648549150094	0.2170174453578437	0.8452833700924228	Liver	fast
ENSG00000109072	VTN	0.4094067988342392	0.3631961713500283	0.8234576125551446	Liver	fast
ENSG00000100557	CCDC198	0.4014101334319018	0.2099736932767748	0.9387972011179874	Liver	fast
ENSG00000145192	AHSG	0.3973730216770233	0.2761124795978621	0.9854183512108444	Liver	fast
ENSG00000106689	LHX2	0.0121726630097123	0.0053201145227442	0.9534149150394948	Liver	slow
ENSG00000169856	ONECUT1	0.017264202643043	0.0051643396539184	0.936646016462557	Liver	slow
ENSG00000111713	GYS2	0.0387659126798554	0.0313418237167475	0.9330795249113596	Liver	slow
ENSG00000021826	CPS1	0.0420454195414032	0.0233019915087831	0.8312986335542768	Liver	slow
ENSG00000012504	NR1H4	0.0426321416513874	0.0382758817521852	0.8586237914222465	Liver	slow
ENSG00000144481	TRPM8	0.0477904413832676	0.0310540846656649	0.9611137874850606	Liver	slow
ENSG00000148584	A1CF	0.0557977037403361	0.0314400281138872	0.943636235368914	Liver	slow
ENSG00000151790	TDO2	0.0576319086237495	0.0605188646212627	0.9463973865063724	Liver	slow
ENSG00000198650	TAT	0.0584020490602937	0.0424072073439884	0.9745325635036926	Liver	slow
ENSG00000124253	PCK1	0.0593836509406544	0.0473791856151139	0.8203767306526414	Liver	slow
ENSG00000171759	PAH	0.064588734086639	0.0416751261819843	0.9322161491139348	Liver	slow
ENSG00000095596	CYP26A1	0.068566277832367	0.0304610393656426	0.9485931226926652	Liver	slow
