Name	symbol	tau	max_tpm	top_organ	mean_tpm	n_organs_over_1tpm	enriched_in	group_enriched_in	dN	dS	omega	identity	n_codons	log_expr_mean	log_expr	log_codons	log_omega	Entry	is_catalytic	has_binding	n_act_site	has_act_site	n_species	mean_conservation	frac_invariant	n_residues	omega_resid
ENSG00000196074	SYCP2	0.7008949724438713	43.3417	Testis	3.681392	27	Testis		0.2100910047727291	0.507239563131365	0.4141849730249053	0.5077026121902211	1493	0.6703750086363022	1.6468123393528118	3.1740598077250253	-0.38280566172153446	Q9BX26	False	False	0.0	False	497.0	0.7608218193054199	0.065359477124183	1530.0	0.7290995435477161
ENSG00000178591	DEFB125	1.0	0.505229	Testis	0.01578840625	0			0.6807924979416422	1.002157692541859	0.679326719744963	0.2418300653594771	153	0.006803251679836558	0.17760257692038192	2.184691430817599	-0.16792130310457795	Q8N687	False	False	0.0	False	559.0	0.4955989420413971	0.0389610389610389	154.0	0.7195529332349675
ENSG00000101639	CEP192	0.3294417767675285	22.0201	Testis	8.331609375000001	32			0.207902987781553	0.5965524081548262	0.3485074989884122	0.4871692060946271	2494	0.9699565507568763	1.3621072058860346	3.396896449142524	-0.45778787256095493	Q8TEP8	False	False	0.0	False	508.0	0.7518444061279297	0.0914465904611746	2537.0	0.704666192479513
ENSG00000139865	TTC6	0.8820509297980245	7.99635	Prostate	0.7359337734375	6			0.2543662666186902	0.684570675877973	0.3715704975128555	0.4422657952069717	1836	0.2395331526496437	0.9540663431744231	3.2638726768652235	-0.42995877604550853	Q86TZ1	False	False	0.0	False	487.0	0.7259973287582397	0.0869565217391304	1886.0	0.7023198206863819
ENSG00000133962	CATSPERB	0.7425635812961807	5.07042	Pancreas	0.8875315781249998	10			0.3103948010258521	0.748329281384009	0.4147837172050621	0.4027149321266968	1105	0.27589422604465225	0.7832187400657328	3.0433622780211294	-0.3821783006600218	Q9H7T0	False	False	0.0	False	509.0	0.7219728827476501	0.0986547085201793	1115.0	0.7000791273881172
ENSG00000120160	EQTN	0.9587001494608672	49.6251	Testis	1.72964584375	1	Testis		0.3317175781644923	0.5908987074639994	0.5613780737279785	0.3992932862190813	283	0.4361063034207763	1.704365894087521	2.45178643552429	-0.2507445540188384	Q9NQ60	False	False	0.0	False	505.0	0.6090555787086487	0.010204081632653	294.0	0.6973182276004557
ENSG00000135535	CD164	0.117493672246798	224.278	Thyroid	132.33700000000002	32			0.51956294341725	0.8473986241291607	0.613126961294261	0.3155080213903743	187	2.1249506795423376	2.352718781847585	2.271841606536499	-0.21244958603575184	Q04900	False	False	0.0	False	493.0	0.7073096632957458	0.1530612244897959	196.0	0.6947940292687097
ENSG00000167105	TMEM92	0.8296421193887124	14.3709	Stomach	1.2771321875	9			0.5425697836614843	0.8497430056321786	0.6385104438227552	0.2756410256410256	156	0.3573882421371097	1.1866992971412862	2.1931245983544616	-0.19483199478662977	Q6UXU6	False	False	0.0	False	500.0	0.6478254199028015	0.0440251572327044	159.0	0.6945552438335836
ENSG00000140545	MFGE8	0.3813005463585439	1093.56	Artery	147.94423875	32			0.300346606035462	0.5824834467830946	0.5156311440165359	0.4354430379746835	395	2.1730237091121625	3.0392395730804744	2.59659709562646	-0.28766085922778195	Q08431	False	False	0.0	False	493.0	0.6750598549842834	0.1886304909560723	387.0	0.693251159861249
ENSG00000184507	NUTM1	0.9900916048079188	48.7101	Testis	1.5611675	1	Testis		0.2052175808399037	0.5100470667566794	0.4023502814060958	0.489247311827957	1116	0.408437982196244	1.69644463679429	3.04766419460156	-0.39539569058886725	Q86Y26	False	False	0.0	False	506.0	0.7124538421630859	0.0051724137931034	1160.0	0.6878375957229234
ENSG00000106565	TMEM176B	0.393611076565694	651.229	Liver	90.69362171875	32			0.4040959307657685	0.7237299270253452	0.558351832190597	0.3486590038314176	261	1.9623391268511312	2.8144001048961513	2.416640507338281	-0.25309205441806554	Q3YBM2	False	False	0.0	False	501.0	0.649596631526947	0.0148148148148148	270.0	0.6869981308449797
ENSG00000145623	OSMR	0.3159310589082695	68.8369	Lung	25.6513990625	31			0.2936669039879105	0.7175403150263445	0.4092688561716961	0.3948453608247422	970	1.425720012205939	1.8440849531663808	2.9867717342662448	-0.38799130228213863	Q99650	False	False	0.0	False	492.0	0.7150506377220154	0.0541368743615934	979.0	0.6814289754551448
ENSG00000164399	IL3	0.9943285764725716	0.171856	Testis	0.006254078125	0			0.7483871116941843	1.2054462247586284	0.6208382392537145	0.1608391608391608	143	0.0027076534788765382	0.06887424798953037	2.155336037465062	-0.20702154145117302	P08700	False	False	0.0	False	583.0	0.3749332427978515	0.006578947368421	152.0	0.6737936389419755
ENSG00000161944	ASGR2	0.9010022548601444	396.076	Liver	13.963880375000002	6	Liver		0.4048319222897021	0.7678105572779516	0.5272549569061874	0.3728222996515679	287	1.1750442276814028	2.598873638303989	2.4578818967339924	-0.27797932861666935	P07307	False	False	0.0	False	537.0	0.6978415250778198	0.0803858520900321	311.0	0.6714661637272619
ENSG00000169064	ZBBX	0.9441224098105884	30.316	Testis	1.323221796875	5	Testis	Brain,Fallopian_tube,Lung,Pituitary,Testis	0.2649043582676152	0.6224920596238269	0.4255545981224201	0.4231311706629055	709	0.3660906736662325	1.4957662843926758	2.8506462351830666	-0.37104471256614796	A8MT70	False	False	0.0	False	488.0	0.7275086045265198	0.0393325387365911	839.0	0.6674964928575722
ENSG00000197603	CPLANE1	0.328714218123896	13.7056	Nerve_tibial	6.255075500000001	30			0.1902899407515417	0.6270420682260214	0.3034723671569521	0.4907289002557545	3128	0.8606419362861976	1.167482748759661	3.4952667443878105	-0.5178808477109896	Q9H799	False	False	0.0	False	503.0	0.7789097428321838	0.0997229916897507	3249.0	0.6668877982187628
ENSG00000182329	KIAA2012	0.9049246501593023	2.79687	Testis	0.2594270859374999	3			0.2392803276298468	0.6143065445105473	0.3895129064927917	0.4571703561116458	1039	0.100173029244509	0.5794257277036197	3.016615547557177	-0.4094781474247035	Q0VF49	False	False	0.0	False	495.0	0.7365903258323669	0.0262489415749364	1181.0	0.6667119807442035
ENSG00000149534	MS4A2	0.6444174532189331	5.80446	Lung	1.486508375	17			0.2467453425001842	0.45152976253707	0.5464652897159283	0.4612068965517241	232	0.39558992635133666	0.8327936654209607	2.3654879848909	-0.2624374182770903	Q01362	False	False	0.0	False	487.0	0.6279428005218506	0.0491803278688524	244.0	0.6660491919738354
ENSG00000187791	FAM205C	0.9947144874850402	42.0443	Testis	1.3335977421875	1	Testis		0.4045301276735051	0.8035034030613377	0.5034578897018364	0.3169230769230769	325	0.36802599592341906	1.6339156495772886	2.5118833609788744	-0.2980368489136155		False			False	525.0	0.6132740378379822	0.0029585798816568	338.0	0.6636584800199845
ENSG00000171872	KLF17	0.9475463957214793	25.2474	Testis	1.0208856875	4	Testis		0.3832625390555808	0.7673681362230068	0.4994506820963437	0.3253731343283582	335	0.3055417481060796	1.419086289777129	2.525044807036845	-0.30150738942170086	Q5JT82	False	False	0.0	False	506.0	0.6191850304603577	0.0103359173126615	387.0	0.6631735171392532
ENSG00000163534	FCRL1	0.9384520965757196	43.6827	Spleen	1.98195434375	4	Spleen	Blood,Lung,Small_intestine,Spleen	0.3418957105212392	0.7001706060439628	0.4883034328632928	0.3871866295264624	359	0.474500989751036	1.6501394079456477	2.5550944485783194	-0.3113102225347489	Q96LA6	False	False	0.0	False	490.0	0.6681073307991028	0.0256410256410256	429.0	0.6601872250887202
ENSG00000189325	BNIP5	0.9271519360405523	5.93695	Small_intestine	0.410782890625	4			0.3554047056842379	0.8297063710602589	0.4283499778723839	0.3269537480063796	627	0.14946018408858489	0.8411685642123256	2.7972675408307164	-0.3682012511978301	P0C671	False	False	0.0	False	492.0	0.6201190948486328	0.0092307692307692	650.0	0.6582313884243964
ENSG00000136244	IL6	0.6446579701932589	32.4063	Adipose	4.999065671874999	23			0.4987986846530235	0.9173633358365426	0.5437307827417908	0.2619047619047619	210	0.7780836161926339	1.5238283769081902	2.322219294733919	-0.26461607918063074	P05231	False	False	0.0	False	491.0	0.5709985494613647	0.0235849056603773	212.0	0.654055345662202
ENSG00000100387	RBX1	0.1272961534250711	118.687	Spinal_cord	69.13460468750002	32			0.5643963331584024	0.9247600294552883	0.6103165309716608	0.4047619047619047	126	1.8459323534392444	2.0780469813598854	2.100370545117563	-0.2144448666278033	P62877	True	True	0.0	False	486.0	0.998916745185852	0.6944444444444444	108.0	0.6539017944623459
ENSG00000075292	ZNF638	0.1782826435872972	59.5184	Cerebellum	31.9035025	32			0.1174645622345798	0.3584251815492357	0.3277240782214518	0.6403688524590164	1952	1.5172421300308367	1.7818874375210674	3.290479813330673	-0.48449164938797357	Q14966	False	False	0.0	False	488.0	0.8539753556251526	0.1734074823053589	1978.0	0.6538225813471497
ENSG00000266714	MYO15B	0.2697259822935348	167.34	Ovary	60.470971875	32			0.1981943463170951	0.6726382546693532	0.2946522070983323	0.4674755645433097	2967	1.7886700795046702	2.2261873228398796	3.472317546316842	-0.5306903014650248	Q96JP2	False	True	0.0	False	490.0	0.7318117022514343	0.077676460655184	2961.0	0.6488724869909657
ENSG00000147874	HAUS6	0.3838728457499603	17.8391	Testis	5.93330265625	32			0.1990500671302616	0.5198603854199592	0.3828913929832581	0.5096774193548387	930	0.8409401586684616	1.275060151409621	2.9684829485539352	-0.4169243960495163	Q7Z4H7	False	False	0.0	False	496.0	0.7773593664169312	0.0617801047120418	955.0	0.6483472046188765
ENSG00000131238	PPT1	0.1977521323983416	164.062	Spleen	71.45803812499999	32			0.4241894661914448	0.7250701181724803	0.5850323376456376	0.3380281690140845	142	1.860086570893365	2.217647103003435	2.1522883443830563	-0.23282012763934357	P50897	True	False	3.0	True	527.0	0.8833140730857849	0.191044776119403	335.0	0.6473037059032689
ENSG00000205643	CDPF1	0.183501452325468	22.6711	Fallopian_tube	13.604623906250003	32			0.4694393724220359	0.8076034281425332	0.5812746158120382	0.3120567375886525	141	1.1644903776366233	1.3742184401356718	2.1492191126553797	-0.23561864221386625	Q6NVV7	False	False	0.0	False	521.0	0.7978541851043701	0.065040650406504	123.0	0.6438089585942157
ENSG00000101000	PROCR	0.3844132237767342	91.1551	Adipose	23.8362093125	31			0.3012453082983752	0.5807329407503641	0.5187329444565977	0.4217391304347826	230	1.3950853112995973	1.964519374721328	2.361727836017593	-0.28505616931629335	Q9UNN8	False	False	0.0	False	488.0	0.7499010562896729	0.1008403361344537	238.0	0.6425774787067573
ENSG00000124334	IL9R	0.8026529482303124	0.716229	Bladder	0.1404103515624999	0			0.2596749714192077	0.5935044050543692	0.4375282966862219	0.432258064516129	465	0.05706115076831436	0.23457523619387627	2.667452952889954	-0.35899385419073865	Q01113	False	False	0.0	False	522.0	0.6616870164871216	0.0234375	512.0	0.6379912970815729
ENSG00000140853	NLRC5	0.5006372299064982	68.5039	Spleen	11.7461023125	31			0.2318523117558446	0.7265517062111606	0.3191132988523468	0.4214786832164058	1853	1.10537740022386	1.8420091743880818	3.2678754193188975	-0.4960550964713579	Q86WI3	False	True	0.0	False	494.0	0.7482520937919617	0.0664523043944265	1866.0	0.6371314930650549
ENSG00000249961	TERB1	0.98438628840681	17.8698	Testis	0.6042704609375	1	Testis		0.1543003749881404	0.3909187889480833	0.3947120971170118	0.5775623268698061	722	0.20527758700987533	1.2757672971253615	2.858537197569639	-0.4037195631645136	Q8NA31	False	False	0.0	False	503.0	0.849586009979248	0.1127922971114167	727.0	0.6366116492733198
ENSG00000107929	LARP4B	0.1615563771197437	23.4621	Lung	14.62838859375	32			0.2344355799205521	0.7221957942958777	0.3246149891375659	0.4572953736654804	1686	1.1939142012488808	1.388493737216367	3.2268575702887237	-0.488631430444975	Q92615	False	False	0.0	False	492.0	0.8680987358093262	0.3130081300813008	738.0	0.6352505605049847
ENSG00000066294	CD84	0.6780939788304498	19.2066	Spleen	2.51735784375	24			0.2506766655831545	0.5343982855357454	0.4690820917059005	0.4498480243161094	329	0.5462165541743	1.3054932444673408	2.5171958979499744	-0.32875114693296814	Q9UIB8	False	False	0.0	False	492.0	0.7044433355331421	0.0347826086956521	345.0	0.6341492920968589
ENSG00000172322	CLEC12A	0.7981497802537547	37.2308	Blood	3.1185908046874995	14		Blood,Lung,Spleen	0.3789366416778423	0.768210670823932	0.4932717756594293	0.338403041825095	263	0.6147486455388304	1.582413385959137	2.419955748489758	-0.3069137335669329	Q5QGZ9	False	False	0.0	False	574.0	0.593786895275116	0.0255474452554744	274.0	0.6339284898663511
ENSG00000107175	CREB3	0.1704844693688668	155.974	Testis	74.64512187500002	32			0.4374536300888729	0.986374002949733	0.4434967150195322	0.3462469733656174	413	1.8787809269252693	2.195827725074134	2.615950051656401	-0.35310959263986225	O43889	False	False	0.0	False	510.0	0.7642287611961365	0.0808625336927223	371.0	0.6321925027592992
ENSG00000106948	AKNA	0.4574598517115593	88.4436	Blood	17.962684374999995	32			0.2569469561443812	0.7651465695587543	0.3358140340256086	0.3931379556826304	1399	1.2778998164793391	1.9515492707376825	3.1458177144918276	-0.47390115819045736	Q7Z591	False	False	0.0	False	489.0	0.7125756144523621	0.0640222686151704	1437.0	0.6315975351092655
ENSG00000070814	TCOF1	0.1719983068214063	36.1041	Uterus	21.2819290625	32			0.2580529657350959	0.7627611929681659	0.338314230081532	0.411544227886057	1334	1.347952787261674	1.56942190177121	3.12515582958053	-0.47067973465094093	Q13428	False	False	0.0	False	495.0	0.7231360077857971	0.0322797579018157	1487.0	0.6301319614101485
ENSG00000178971	CTC1	0.2583760385182602	45.89515	Cerebellum	19.68406609375	32			0.201916495509504	0.5850686753217673	0.3451158881450234	0.4867986798679868	1212	1.3156359168444265	1.671127929342929	3.0835026198302673	-0.46203504657673183	Q2NKJ3	False	False	0.0	False	486.0	0.7849525809288025	0.1002465078060805	1217.0	0.629327923972729
ENSG00000125962	ARMCX5	0.2717165489872712	11.7114	Thyroid	6.098828625	31			0.2255768214358582	0.5502683873930388	0.4099396341929707	0.4524236983842011	557	0.8511866918643686	1.1041933852346535	2.745855195173729	-0.38728009076089004	Q6P1M9	False	False	0.0	False	531.0	0.6902974247932434	0.0089605734767025	558.0	0.627490034857388
ENSG00000204300	TMEM225	0.9997653492932452	28.1082	Testis	0.879157015625	1	Testis		0.3877498478209185	0.7681902910121721	0.5047575481721033	0.3108108108108108	222	0.27396306970698237	1.464015350260613	2.346352974450639	-0.2969171778722238	Q6GV28	False	False	0.0	False	486.0	0.5297949910163879	0.0	225.0	0.627228795429084
ENSG00000185955	C7orf61	0.8268289352826212	84.9229	Testis	4.051815968749999	15	Testis		0.4384174448157945	0.8492628212249704	0.5162329420984477	0.2828282828282828	198	0.7034475213741649	1.9341089265577993	2.296665190261531	-0.2871542855048589		False			False	493.0	0.6331981420516968	0.0145631067961165	206.0	0.6257203779286433
ENSG00000198089	SFI1	0.4295528413338941	73.63195	Cerebellum	14.458627499999997	32			0.2116616763189363	0.6174429503402774	0.3428036164349888	0.4825	1200	1.1891709322966177	1.8729247891103586	3.0791812460476247	-0.46495460509926184	A8K8P3	False	False	0.0	False	491.0	0.723768949508667	0.0523349436392914	1242.0	0.6254280934627543
ENSG00000141644	MBD1	0.2390895430962029	108.814	Testis	39.6846609375	32			0.1868421059212419	0.4737365970557282	0.3944008275536768	0.5360501567398119	638	1.6094307009734816	2.0406577111082256	2.8048206787211623	-0.40406218246911685	Q9UIS9	False	True	0.0	False	486.0	0.8642993569374084	0.2351145038167938	655.0	0.6240838311549259
ENSG00000104518	GSDMD	0.2977217540366919	205.853	Spleen	57.581664843750005	32			0.3009377857488521	0.7166335837705773	0.4199325744203389	0.399581589958159	478	1.7677617098204819	2.315661823873048	2.6794278966121188	-0.37682043557330397	P57764	False	False	0.0	False	504.0	0.6363881826400757	0.0264650283553875	529.0	0.6228811439629114
ENSG00000012174	MBTPS2	0.2866958900200976	9.17595	Ovary	4.758848937499999	31			0.4273447295865947	1.0131056851889644	0.4218165348730487	0.4102564102564102	468	0.7603356865398685	1.0075749643835994	2.670245853074124	-0.37487640026420105	O43462	True	True	1.0	True	512.0	0.976292610168457	0.2832369942196532	519.0	0.6227422999561945
ENSG00000185219	ZNF445	0.2934210909047754	12.42195	Cerebellum	5.932413750000001	32			0.2285351379732464	0.6410542206507562	0.3564989210136586	0.4749232343909928	977	0.8408844749852645	1.1278156166316262	2.989894563718773	-0.4479417802539761	P59923	False	False	0.0	False	493.0	0.764355480670929	0.069835111542192	1031.0	0.622186888469104
ENSG00000145850	TIMD4	0.9297731780506024	108.224	Testis	3.993760195312501	4	Testis	Spleen,Testis	0.3272460199628264	0.7261596814443354	0.4506529738912692	0.3805309734513274	339	0.6984276833190809	2.038318077217999	2.530199698203082	-0.34615775864763837	Q96H15	False	False	0.0	False	534.0	0.6173912286758423	0.0425531914893617	376.0	0.6196924972135045
ENSG00000125999	BPIFB1	0.9450483475387952	65.8624	Salivary_gland	2.77095925	4	Salivary_gland	Lung,Salivary_gland,Stomach,Testis	0.2773438931236517	0.6649612227960287	0.4170828066597271	0.4071729957805907	474	0.5764518393279858	1.8251819613688702	2.6757783416740852	-0.3797777126396849	Q8TDL5	False	False	0.0	False	496.0	0.6588490605354309	0.0227272727272727	484.0	0.6190959920927437
ENSG00000178795	GDPD4	0.9629236172079344	16.6715	Testis	0.6385067187500001	1	Testis		0.2513839315349944	0.6222693695038886	0.4039792794805458	0.4861878453038674	543	0.21444822656066972	1.247273415045762	2.734799829588847	-0.39364090973601956	Q6W3E5	True	True	0.0	False	584.0	0.6470833420753479	0.0465489566613162	623.0	0.6186213871826565
ENSG00000140534	TICRR	0.6406287529160734	3.92528	Testis	0.9695677812500004	15			0.1852794811849393	0.6087164485372788	0.3043773199001908	0.5032051282051282	1872	0.2943709313326797	0.6924309249855787	3.2723058444020863	-0.5165877113270831	Q7Z2Z1	False	False	0.0	False	490.0	0.7507675886154175	0.0727748691099476	1910.0	0.6176038876854753
ENSG00000121101	TEX14	0.9228868512875128	38.6501	Testis	1.5476765859375	2	Testis		0.1860417608249056	0.57338609869875	0.3244615822516648	0.4985734664764622	1402	0.406144295775766	1.5982442869724984	3.14674801363064	-0.48883671828992287	Q8IWB6	False	True	0.0	False	492.0	0.7725285291671753	0.0741482965931863	1497.0	0.616873006554765
ENSG00000158717	RNF166	0.3984609588300401	85.5502	Blood	18.453969687500003	32			0.4585243948245823	0.9465833475391752	0.4843993886186615	0.3771186440677966	236	1.2890082348374103	1.9372680757792466	2.3729120029701067	-0.31479641367041644	Q96A37	True	True	0.0	False	498.0	0.959176778793335	0.459915611814346	237.0	0.6153742806989811
ENSG00000101280	ANGPT4	0.6975965309261416	10.6514	Breast	2.1573328125	13			0.2952001490320666	0.7256620676901865	0.4068011298588354	0.3947895791583166	499	0.4993203630180098	1.0663781121212366	2.6981005456233897	-0.3906178495281128	Q9Y264	False	False	0.0	False	504.0	0.6805879473686218	0.0861723446893787	499.0	0.6133194836544675
ENSG00000173769	TOPAZ1	0.9998661076607922	6.58016	Testis	0.2058938359375	1	Testis		0.1763796060367321	0.5688204900655994	0.3100795578168976	0.5233415233415234	1628	0.08130907522037366	0.8796783727011488	3.2116544005531824	-0.5085268639463382	Q8N9V7	False	False	0.0	False	487.0	0.786411464214325	0.0774231678486997	1692.0	0.6119063993161492
ENSG00000198765	SYCP1	0.996579754092632	49.5741	Testis	1.562657875	1	Testis		0.1337708666833932	0.3844146409858497	0.3479858788425214	0.6175257731958763	970	0.4086906300167099	1.7039281629502758	2.9867717342662448	-0.45843837922928604	Q15431	False	False	0.0	False	491.0	0.8329085111618042	0.0604508196721311	976.0	0.6109818985079973
ENSG00000153157	SYCP2L	0.6875060007906432	7.53002	Testis	1.287317265625	15			0.2966079166234883	0.8114003162159755	0.3655506544620798	0.392156862745098	765	0.35932640822451917	0.930950049441785	2.8836614351536176	-0.43705243422159573	Q5T4T6	False	False	0.0	False	488.0	0.6987040042877197	0.043312101910828	785.0	0.6089780274708154
ENSG00000086288	NME8	0.8929038724429029	14.5249	Testis	0.9542546015625	4			0.2510531920512842	0.6493417590641792	0.3866272090880123	0.4598290598290598	585	0.2909811432367283	1.1910288114516414	2.7671558660821804	-0.41270758553517806	Q8N427	True	False	0.0	False	496.0	0.7125017642974854	0.0986394557823129	588.0	0.6068944412459201
ENSG00000179008	C14orf39	0.9119360423854156	9.3785	Pituitary	0.7378060937500001	3		Pituitary,Testis	0.1517081031711268	0.3926002703606118	0.3864187435015763	0.5808695652173913	575	0.24000131577636338	1.0161345896591751	2.7596678446896306	-0.41294181599909086		False			False	486.0	0.7883657217025757	0.0357751277683134	587.0	0.6049616079807439
ENSG00000165131	LLCFC1	0.9507683485563696	117.619	Testis	3.99963384375	4	Testis		0.565540315961654	0.9941776590433428	0.5688523684045069	0.2596153846153846	104	0.6989381992436634	2.0741542584571158	2.0170333392987803	-0.24500042939819222	Q96L11	False	False	0.0	False	496.0	0.5894415974617004	0.0	147.0	0.6044417970179207
ENSG00000124251	TP53TG5	0.8006137281457081	17.9334	Testis	1.507178828125	10			0.2925669658095411	0.623712641118788	0.4690733304438844	0.4201680672268907	238	0.3991853117396606	1.2772286101945864	2.376576957056512	-0.32875925852654503	Q9Y2B4	False	False	0.0	False	488.0	0.628516674041748	0.0517241379310344	290.0	0.6022428038306449
ENSG00000140527	WDR93	0.9028655466175562	16.47	Testis	0.8714812734375	2	Testis		0.223648153975022	0.6055793644612846	0.3693127063105534	0.4948604992657856	681	0.27218548580072205	1.242292904982931	2.833147111912785	-0.43260575006462215	Q6P2C0	False	False	0.0	False	489.0	0.7520250082015991	0.0510204081632653	686.0	0.6019659074307058
ENSG00000140749	IGSF6	0.774377072098633	81.1911	Blood	5.960351734375	23			0.2373027961292559	0.5061942793010894	0.4687978624667662	0.4767932489451477	237	0.8426311867999874	1.91482479284233	2.374748346010104	-0.3290143771968871	O95976	False	False	0.0	False	493.0	0.7120128273963928	0.0663900414937759	241.0	0.60157287813946
ENSG00000117419	ERI3	0.224381691389721	95.747	Testis	38.0536634375	32			0.2364680409121436	0.5613704505462298	0.4212335021945906	0.5687830687830688	378	1.5916617792137329	1.985637506986599	2.5774917998372255	-0.37547709513225935	O43414	True	True	2.0	True	489.0	0.9874097108840942	0.5608308605341247	337.0	0.6011010275580717
ENSG00000101004	NINL	0.4030705939585574	43.4374	Ovary	12.1104369375	30			0.2603132794841121	0.8353642154184107	0.3116165077213996	0.4260485651214128	1359	1.1176171658611789	1.647748640757452	3.1332194567324945	-0.506379543867199	Q9Y2I6	False	True	0.0	False	493.0	0.6652166247367859	0.0318609703113685	1381.0	0.5962613269452202
ENSG00000083457	ITGAE	0.2136947006065072	13.1482	Spleen	7.681750937499999	32			0.1762196862457687	0.5490041289070683	0.3209806210320834	0.5206540447504303	1162	0.9386073226198284	1.150701190404974	3.065206128054312	-0.4935211870122193	P38570	False	True	0.0	False	498.0	0.7684518694877625	0.1073253833049403	1174.0	0.5936913584042616
ENSG00000116668	SWT1	0.5525068925761025	42.8563	Testis	5.868699375	32	Testis		0.1492575042882974	0.4366110097811692	0.3418546508094374	0.5779294653014789	879	0.8368745088592244	1.6420319890066908	2.9439888750737717	-0.46615850730369596	Q5T5J6	False	False	0.0	False	486.0	0.8030979633331299	0.1177777777777777	900.0	0.5935567922209595
ENSG00000106803	SEC61B	0.1160967409755925	146.763	Pituitary	91.1791453125	32			0.3318885092715342	0.6183623869657742	0.5367216963180265	0.453781512605042	119	1.9646326770171214	2.1695656999079533	2.0755469613925306	-0.27025084853494036	P60468	False	False	0.0	False	501.0	0.9941166043281556	0.3958333333333333	96.0	0.592464764426168
ENSG00000154305	MIA3	0.164064850467479	26.3608	Salivary_gland	16.14350828125	32			0.2013667254005614	0.7027885992760499	0.2865253158744912	0.4736842105263157	1881	1.234099701559068	1.4371287915314908	3.274388795550379	-0.5428370000181563	Q5JRA6	False	False	0.0	False	535.0	0.7303293347358704	0.0131164742917103	1906.0	0.5918271012042523
