id,round,puzzle,method,SN_filter,design_length,target_openknot_score,ECS_recomputed,CPQ_recomputed,OKS_recomputed,OKS_best_variant,delta,delta_best,n_threshold_ties,tie_swing,RNet_F1,RNet_F1_crossed_pair
W09_13248529_0pad0_libraryready,1,W09,Eterna,1,100,78.7083333333333,75.0,83.33333333333333,79.16666666666666,79.16666666666666,0.458333333333357,0.458333333333357,0,0.0,0.807692307692308,0.761904761904762
W09_13248538_0pad0_libraryready,1,W09,Eterna,1,100,85.8333333333333,84.0,93.33333333333333,88.66666666666666,88.66666666666666,2.833333333333357,2.833333333333357,0,0.0,0.833333333333333,0.857142857142857
W09_13248648_0pad0_libraryready,1,W09,Eterna,1,100,86.9583333333333,95.0,83.33333333333333,89.16666666666666,89.16666666666666,2.208333333333357,2.208333333333357,1,0.5,0.833333333333333,0.857142857142857
W09_13248749_0pad0_libraryready,1,W09,Eterna,1,100,86.7083333333333,94.0,77.5,85.75,87.66666666666666,-0.9583333333333002,0.958333333333357,0,0.0,0.76,0.82051282051282
W09_13248751_0pad0_libraryready,1,W09,Eterna,1,100,87.0416666666667,91.0,86.66666666666667,88.83333333333334,88.83333333333334,1.791666666666643,1.791666666666643,0,0.0,0.76,0.82051282051282
W09_13248773_0pad0_libraryready,1,W09,Eterna,1,100,84.875,91.0,80.0,85.5,85.5,0.625,0.625,0,0.0,0.653061224489796,0.842105263157895
W09_13248775_0pad0_libraryready,1,W09,Eterna,1,100,78.5416666666667,88.0,72.5,80.25,80.25,1.7083333333333002,1.7083333333333002,2,1.0,0.777777777777778,0.780487804878049
W09_13248783_0pad0_libraryready,1,W09,Eterna,1,100,66.2916666666667,60.0,76.66666666666667,68.33333333333334,68.33333333333334,2.041666666666643,2.041666666666643,0,0.0,0.0,0.0
W09_13248785_0pad0_libraryready,1,W09,Eterna,1,100,64.5416666666667,59.0,76.66666666666667,67.83333333333334,67.83333333333334,3.291666666666643,3.291666666666643,0,0.0,0.0,0.0
W09_13248787_0pad0_libraryready,1,W09,Eterna,1,100,67.5,59.0,80.0,69.5,69.5,2.0,2.0,0,0.0,0.0,0.0
W09_13249155_0pad0_libraryready,1,W09,Eterna,1,100,90.8333333333333,92.0,90.0,91.0,91.0,0.16666666666669983,0.16666666666669983,0,0.0,0.867924528301887,0.837209302325581
W09_13249157_0pad0_libraryready,1,W09,Eterna,1,100,84.1666666666667,85.0,85.0,85.0,85.0,0.8333333333333002,0.8333333333333002,0,0.0,0.938775510204082,0.952380952380952
W09_13249162_0pad0_libraryready,1,W09,Eterna,1,100,67.4583333333333,52.0,83.33333333333333,67.66666666666666,67.66666666666666,0.20833333333335702,0.20833333333335702,0,0.0,0.75,0.742857142857143
W09_13249164_0pad0_libraryready,1,W09,Eterna,1,100,78.75,86.0,75.0,80.5,80.5,1.75,1.75,0,0.0,0.695652173913043,0.648648648648649
W09_13249166_0pad0_libraryready,1,W09,Eterna,0,100,75.7916666666667,58.0,92.5,75.25,76.33333333333334,-0.5416666666666998,0.541666666666643,0,0.0,0.88,0.904761904761905
W09_13249168_0pad0_libraryready,1,W09,Eterna,1,100,81.4583333333333,90.0,77.5,83.75,83.75,2.2916666666667,2.2916666666667,0,0.0,0.823529411764706,0.837209302325581
W09_13249170_0pad0_libraryready,1,W09,Eterna,1,100,84.875,91.0,80.0,85.5,85.5,0.625,0.625,1,1.25,0.867924528301887,0.837209302325581
W09_13249176_0pad0_libraryready,1,W09,Eterna,1,100,81.0416666666667,92.0,67.5,79.75,82.33333333333334,-1.2916666666666998,1.291666666666643,0,0.0,0.791666666666667,0.82051282051282
W09_13249178_0pad0_libraryready,1,W09,Eterna,1,100,82.9166666666667,83.0,80.0,81.5,84.33333333333334,-1.4166666666666998,1.416666666666643,0,0.0,0.695652173913043,0.780487804878049
W09_13249180_0pad0_libraryready,1,W09,Eterna,1,100,85.9166666666667,90.0,80.0,85.0,86.83333333333334,-0.9166666666666998,0.916666666666643,0,0.0,0.807692307692308,0.780487804878049
W09_13249182_0pad0_libraryready,1,W09,Eterna,1,100,90.2083333333333,91.0,87.5,89.25,91.16666666666666,-0.9583333333333002,0.958333333333357,0,0.0,0.884615384615385,0.857142857142857
W09_13249184_0pad0_libraryready,1,W09,Eterna,1,100,86.375,85.0,87.5,86.25,86.5,-0.125,0.125,0,0.0,0.884615384615385,0.857142857142857
W09_13249186_0pad0_libraryready,1,W09,Eterna,1,100,77.0,85.0,70.0,77.5,77.5,0.5,0.5,0,0.0,0.653061224489796,0.5
W09_13249190_0pad0_libraryready,1,W09,Eterna,1,100,74.875,90.0,62.5,76.25,76.25,1.375,1.375,0,0.0,0.745098039215686,0.682926829268293
W09_13249192_0pad0_libraryready,1,W09,Eterna,1,100,90.0,93.0,85.0,89.0,91.0,-1.0,1.0,0,0.0,0.867924528301887,0.837209302325581
W09_13249194_0pad0_libraryready,1,W09,Eterna,1,100,91.375,95.0,85.0,90.0,90.0,-1.375,-1.375,1,1.25,0.884615384615385,0.857142857142857
W09_13249198_0pad0_libraryready,1,W09,Eterna,1,100,79.625,91.0,67.5,79.25,80.0,-0.375,0.375,0,0.0,0.851851851851852,0.818181818181818
W09_13249201_0pad0_libraryready,1,W09,Eterna,1,100,65.6666666666667,73.0,56.666666666666664,64.83333333333333,66.5,-0.8333333333333712,0.8333333333333002,0,0.0,0.558139534883721,0.533333333333333
W09_13249204_0pad0_libraryready,1,W09,Eterna,1,100,68.8333333333333,78.0,60.0,69.0,69.0,0.16666666666669983,0.16666666666669983,0,0.0,0.318181818181818,0.0
W09_13249206_0pad0_libraryready,1,W09,Eterna,1,100,71.5833333333333,82.0,63.333333333333336,72.66666666666667,72.66666666666667,1.0833333333333712,1.0833333333333712,0,0.0,0.304347826086957,0.0
W09_13249208_0pad0_libraryready,1,W09,Eterna,1,100,70.7916666666667,78.0,62.5,70.25,71.33333333333334,-0.5416666666666998,0.541666666666643,0,0.0,0.297872340425532,0.0
W09_13249210_0pad0_libraryready,1,W09,Eterna,1,100,72.7916666666667,79.0,67.5,73.25,73.25,0.4583333333333002,0.4583333333333002,0,0.0,0.571428571428571,0.409090909090909
W09_13249216_0pad0_libraryready,1,W09,Eterna,1,100,78.7083333333333,76.0,82.5,79.25,79.25,0.5416666666666998,0.5416666666666998,1,0.5,0.823529411764706,0.818181818181818
W09_13249218_0pad0_libraryready,1,W09,Eterna,1,100,88.6666666666667,93.0,85.0,89.0,89.0,0.3333333333333002,0.3333333333333002,0,0.0,0.884615384615385,0.857142857142857
W09_13249220_0pad0_libraryready,1,W09,Eterna,1,100,86.2916666666667,88.0,86.66666666666667,87.33333333333334,87.33333333333334,1.041666666666643,1.041666666666643,0,0.0,0.823529411764706,0.842105263157895
W09_13249222_0pad0_libraryready,1,W09,Eterna,1,100,75.5416666666667,77.0,76.66666666666667,76.83333333333334,76.83333333333334,1.291666666666643,1.291666666666643,0,0.0,0.823529411764706,0.842105263157895
W09_13249383_0pad0_libraryready,1,W09,Eterna,1,100,85.1666666666667,85.0,82.5,83.75,83.75,-1.4166666666666998,-1.4166666666666998,1,1.25,0.833333333333333,0.857142857142857
W09_13249389_0pad0_libraryready,1,W09,Eterna,1,100,78.9583333333333,76.0,82.5,79.25,79.25,0.2916666666666998,0.2916666666666998,0,0.0,0.8,0.810810810810811
W09_13249434_0pad0_libraryready,1,W09,Eterna,1,100,88.9166666666667,94.0,85.0,89.5,89.5,0.5833333333333002,0.5833333333333002,0,0.0,0.857142857142857,0.878048780487805
W09_13249436_0pad0_libraryready,1,W09,Eterna,1,100,84.9166666666667,88.0,80.0,84.0,85.83333333333334,-0.9166666666666998,0.916666666666643,0,0.0,0.84,0.82051282051282
W09_13249440_0pad0_libraryready,1,W09,Eterna,1,100,74.4583333333333,79.0,67.5,73.25,75.66666666666666,-1.2083333333333002,1.208333333333357,0,0.0,0.857142857142857,0.878048780487805
W09_13249449_0pad0_libraryready,1,W09,Eterna,1,100,71.2916666666667,77.0,67.5,72.25,72.25,0.9583333333333002,0.9583333333333002,0,0.0,0.76,0.8
W09_13249474_0pad0_libraryready,1,W09,Eterna,1,100,87.7083333333333,86.0,87.5,86.75,88.66666666666666,-0.9583333333333002,0.958333333333357,0,0.0,0.723404255319149,0.810810810810811
W09_13249476_0pad0_libraryready,1,W09,Eterna,1,100,78.2083333333333,76.0,83.33333333333333,79.66666666666666,79.66666666666666,1.458333333333357,1.458333333333357,0,0.0,0.723404255319149,0.75
W09_13249478_0pad0_libraryready,1,W09,Eterna,1,100,78.125,78.0,80.0,79.0,79.0,0.875,0.875,0,0.0,0.723404255319149,0.810810810810811
W09_13249480_0pad0_libraryready,1,W09,Eterna,1,100,80.4583333333333,75.0,93.33333333333333,84.16666666666666,84.16666666666666,3.708333333333357,3.708333333333357,0,0.0,0.75,0.810810810810811
W09_13249482_0pad0_libraryready,1,W09,Eterna,1,100,83.9583333333333,86.0,82.5,84.25,84.25,0.2916666666666998,0.2916666666666998,0,0.0,0.8,0.810810810810811
W09_13249484_0pad0_libraryready,1,W09,Eterna,1,100,89.25,92.0,85.0,88.5,90.0,-0.75,0.75,0,0.0,0.8,0.810810810810811
W09_13249490_0pad0_libraryready,1,W09,Eterna,1,100,85.2083333333333,89.0,82.5,85.75,85.75,0.5416666666666998,0.5416666666666998,0,0.0,0.784313725490196,0.789473684210526
W09_13249492_0pad0_libraryready,1,W09,Eterna,1,100,79.125,79.0,90.0,84.5,84.5,5.375,5.375,0,0.0,0.76,0.82051282051282
W09_13249494_0pad0_libraryready,1,W09,Eterna,1,100,84.5416666666667,85.0,86.66666666666667,85.83333333333334,85.83333333333334,1.291666666666643,1.291666666666643,0,0.0,0.76,0.82051282051282
W09_13249496_0pad0_libraryready,1,W09,Eterna,1,100,87.1666666666667,90.0,85.0,87.5,87.5,0.3333333333333002,0.3333333333333002,0,0.0,0.784313725490196,0.82051282051282
W09_13249498_0pad0_libraryready,1,W09,Eterna,1,100,76.5416666666667,77.0,77.5,77.25,77.25,0.7083333333333002,0.7083333333333002,0,0.0,0.823529411764706,0.842105263157895
W09_13249500_0pad0_libraryready,1,W09,Eterna,1,100,82.875,78.0,87.5,82.75,83.0,-0.125,0.125,0,0.0,0.807692307692308,0.82051282051282
W09_13249502_0pad0_libraryready,1,W09,Eterna,1,100,89.375,89.0,92.5,90.75,90.75,1.375,1.375,0,0.0,0.791666666666667,0.864864864864865
W09_13249504_0pad0_libraryready,1,W09,Eterna,1,100,90.8333333333333,91.0,93.33333333333333,92.16666666666666,92.16666666666666,1.333333333333357,1.333333333333357,0,0.0,0.765957446808511,0.864864864864865
W09_13249506_0pad0_libraryready,1,W09,Eterna,1,100,80.7916666666667,89.0,76.66666666666667,82.83333333333334,82.83333333333334,2.041666666666643,2.041666666666643,0,0.0,0.755555555555556,0.857142857142857
W09_13249508_0pad0_libraryready,1,W09,Eterna,1,100,87.9583333333333,87.0,93.33333333333333,90.16666666666666,90.16666666666666,2.208333333333357,2.208333333333357,0,0.0,0.782608695652174,0.857142857142857
W09_13249510_0pad0_libraryready,1,W09,Eterna,1,100,89.625,94.0,90.0,92.0,92.0,2.375,2.375,0,0.0,0.833333333333333,0.857142857142857
W09_13249512_0pad0_libraryready,1,W09,Eterna,1,100,87.9166666666667,97.0,86.66666666666667,91.83333333333334,91.83333333333334,3.916666666666643,3.916666666666643,0,0.0,0.833333333333333,0.857142857142857
W09_13249514_0pad0_libraryready,1,W09,Eterna,1,100,74.8333333333333,82.0,73.33333333333333,77.66666666666666,77.66666666666666,2.833333333333357,2.833333333333357,0,0.0,0.833333333333333,0.857142857142857
W09_13249516_0pad0_libraryready,1,W09,Eterna,1,100,86.0416666666667,92.0,86.66666666666667,89.33333333333334,89.33333333333334,3.291666666666643,3.291666666666643,0,0.0,0.782608695652174,0.857142857142857
W09_13249518_0pad0_libraryready,1,W09,Eterna,1,100,63.5833333333333,78.0,53.333333333333336,65.66666666666667,65.66666666666667,2.0833333333333712,2.0833333333333712,0,0.0,0.782608695652174,0.857142857142857
W09_13249520_0pad0_libraryready,1,W09,Eterna,1,100,72.4583333333333,80.0,63.333333333333336,71.66666666666667,73.25,-0.7916666666666288,0.7916666666666998,0,0.0,0.782608695652174,0.857142857142857
W09_13249525_0pad0_libraryready,1,W09,Eterna,1,100,82.4166666666667,94.0,76.66666666666667,85.33333333333334,85.33333333333334,2.916666666666643,2.916666666666643,0,0.0,0.8,0.810810810810811
W09_13250246_0pad0_libraryready,1,W09,Eterna,1,100,67.125,59.0,80.0,69.5,69.5,2.375,2.375,1,0.5,0.0,0.0
W09_13250250_0pad0_libraryready,1,W09,Eterna,1,100,63.5833333333333,60.0,70.0,65.0,65.0,1.4166666666666998,1.4166666666666998,1,1.6666666666666667,0.0,0.0
W09_13250310_0pad0_libraryready,1,W09,Eterna,1,100,85.0833333333333,90.0,80.0,85.0,85.16666666666666,-0.08333333333330017,0.08333333333335702,0,0.0,0.846153846153846,0.80952380952381
W09_13250321_0pad0_libraryready,1,W09,Eterna,1,100,88.5,87.0,100.0,93.5,93.5,5.0,5.0,0,0.0,0.816326530612245,0.833333333333333
W09_13250545_0pad0_libraryready,1,W09,Eterna,1,100,90.7916666666667,88.0,92.5,90.25,91.33333333333334,-0.5416666666666998,0.541666666666643,0,0.0,0.833333333333333,0.857142857142857
W09_13250548_0pad0_libraryready,1,W09,Eterna,1,100,82.4583333333333,86.0,77.5,81.75,83.16666666666666,-0.7083333333333002,0.708333333333357,0,0.0,0.901960784313726,0.904761904761905
W09_13250550_0pad0_libraryready,1,W09,Eterna,1,100,81.125,94.0,70.0,82.0,82.0,0.875,0.875,2,3.3333333333333335,0.807692307692308,0.82051282051282
W09_13250552_0pad0_libraryready,1,W09,Starting sequence,1,100,90.125,94.0,87.5,90.75,90.75,0.625,0.625,0,0.0,0.807692307692308,0.8
W09_13250561_0pad0_libraryready,1,W09,Eterna,1,100,83.75,90.0,80.0,85.0,85.0,1.25,1.25,0,0.0,0.196078431372549,0.0909090909090909
W09_13250563_0pad0_libraryready,1,W09,Eterna,1,100,79.8333333333333,86.0,75.0,80.5,80.5,0.6666666666666998,0.6666666666666998,0,0.0,0.196078431372549,0.0909090909090909
W09_13250566_0pad0_libraryready,1,W09,Eterna,1,100,80.2083333333333,88.0,72.5,80.25,80.25,0.041666666666699825,0.041666666666699825,0,0.0,0.0784313725490196,0.0
W09_13250568_0pad0_libraryready,1,W09,Eterna,1,100,74.0,87.0,65.0,76.0,76.0,2.0,2.0,0,0.0,0.117647058823529,0.0
W09_13250570_0pad0_libraryready,1,W09,Eterna,1,100,88.3333333333333,86.0,90.0,88.0,88.66666666666666,-0.3333333333333002,0.333333333333357,0,0.0,0.875,0.9
W09_13250593_0pad0_libraryready,1,W09,Eterna,1,100,84.4583333333333,82.0,82.5,82.25,86.66666666666666,-2.2083333333333,2.208333333333357,0,0.0,0.821428571428571,0.857142857142857
W09_13250595_0pad0_libraryready,1,W09,Eterna,1,100,90.0,93.0,85.0,89.0,91.0,-1.0,1.0,0,0.0,0.791666666666667,0.8
W09_13250607_0pad0_libraryready,1,W09,Eterna,1,100,84.125,80.0,87.5,83.75,84.5,-0.375,0.375,0,0.0,0.745098039215686,0.782608695652174
W09_13250609_0pad0_libraryready,1,W09,Eterna,1,100,82.4166666666667,82.0,80.0,81.0,83.83333333333334,-1.4166666666666998,1.416666666666643,0,0.0,0.68,0.790697674418605
W09_13250611_0pad0_libraryready,1,W09,Eterna,1,100,79.2916666666667,84.0,76.66666666666667,80.33333333333334,80.33333333333334,1.041666666666643,1.041666666666643,0,0.0,0.857142857142857,0.818181818181818
W09_13250613_0pad0_libraryready,1,W09,Eterna,1,100,89.875,92.0,87.5,89.75,90.0,-0.125,0.125,0,0.0,0.816326530612245,0.878048780487805
W09_13250615_0pad0_libraryready,1,W09,Eterna,1,100,87.375,87.0,87.5,87.25,87.5,-0.125,0.125,0,0.0,0.823529411764706,0.818181818181818
W09_13250617_0pad0_libraryready,1,W09,Eterna,1,100,73.7916666666667,82.0,67.5,74.75,74.75,0.9583333333333002,0.9583333333333002,0,0.0,0.857142857142857,0.818181818181818
W09_13250619_0pad0_libraryready,1,W09,Eterna,1,100,80.125,78.0,90.0,84.0,84.0,3.875,3.875,0,0.0,0.808510638297872,0.878048780487805
W09_13250621_0pad0_libraryready,1,W09,Eterna,1,100,88.625,90.0,87.5,88.75,88.75,0.125,0.125,0,0.0,0.88,0.904761904761905
W09_13250623_0pad0_libraryready,1,W09,Eterna,1,100,79.7916666666667,86.0,72.5,79.25,80.33333333333334,-0.5416666666666998,0.541666666666643,0,0.0,0.765957446808511,0.9
W09_13250627_0pad0_libraryready,1,W09,Eterna,1,100,75.375,83.0,67.5,75.25,75.5,-0.125,0.125,0,0.0,0.72,0.837209302325581
W09_13250629_0pad0_libraryready,1,W09,Eterna,1,100,85.0416666666667,85.0,87.5,86.25,86.25,1.2083333333333002,1.2083333333333002,0,0.0,0.75,0.878048780487805
W09_13250631_0pad0_libraryready,1,W09,Eterna,1,100,84.4166666666667,87.0,80.0,83.5,85.33333333333334,-0.9166666666666998,0.916666666666643,0,0.0,0.73469387755102,0.857142857142857
W09_13250633_0pad0_libraryready,1,W09,Eterna,1,100,82.2083333333333,85.0,77.5,81.25,83.16666666666666,-0.9583333333333002,0.958333333333357,0,0.0,0.705882352941177,0.818181818181818
W09_13250635_0pad0_libraryready,1,W09,Eterna,1,100,87.4166666666667,91.0,85.0,88.0,88.0,0.5833333333333002,0.5833333333333002,0,0.0,0.857142857142857,0.878048780487805
W09_13250637_0pad0_libraryready,1,W09,Eterna,1,100,80.9583333333333,81.0,82.5,81.75,81.75,0.7916666666666998,0.7916666666666998,0,0.0,0.875,0.883720930232558
W09_13250639_0pad0_libraryready,1,W09,Eterna,1,100,89.0833333333333,87.0,90.0,88.5,89.66666666666666,-0.5833333333333002,0.583333333333357,0,0.0,0.784313725490196,0.790697674418605
W09_13250641_0pad0_libraryready,1,W09,Eterna,1,100,86.4166666666667,86.0,90.0,88.0,88.0,1.5833333333333002,1.5833333333333002,0,0.0,0.875,0.9
W09_13250643_0pad0_libraryready,1,W09,Eterna,1,100,84.1666666666667,85.0,85.0,85.0,85.0,0.8333333333333002,0.8333333333333002,0,0.0,0.857142857142857,0.863636363636364
W09_13250645_0pad0_libraryready,1,W09,Eterna,1,100,84.8333333333333,88.0,83.33333333333333,85.66666666666666,85.66666666666666,0.833333333333357,0.833333333333357,0,0.0,0.8,0.80952380952381
W09_13250647_0pad0_libraryready,1,W09,Eterna,1,100,88.375,89.0,87.5,88.25,88.5,-0.125,0.125,0,0.0,0.816326530612245,0.837209302325581
W09_13250651_0pad0_libraryready,1,W09,Eterna,1,100,80.375,74.0,87.5,80.75,80.75,0.375,0.375,0,0.0,0.754716981132076,0.739130434782609
W09_13250657_0pad0_libraryready,1,W09,Eterna,1,100,90.9583333333333,92.0,87.5,89.75,92.16666666666666,-1.2083333333333002,1.208333333333357,0,0.0,0.8,0.80952380952381
W09_13250665_0pad0_libraryready,1,W09,Eterna,1,100,66.9166666666667,68.0,66.66666666666667,67.33333333333334,67.33333333333334,0.416666666666643,0.416666666666643,0,0.0,0.775510204081633,0.842105263157895
W09_13250738_0pad0_libraryready,1,W09,Eterna,1,100,75.2916666666667,74.0,77.5,75.75,75.75,0.4583333333333002,0.4583333333333002,0,0.0,0.76,0.82051282051282
W09_13250747_0pad0_libraryready,1,W09,Eterna,1,100,80.7916666666667,87.0,76.66666666666667,81.83333333333334,81.83333333333334,1.041666666666643,1.041666666666643,1,0.5,0.807692307692308,0.818181818181818
W09_13250878_0pad0_libraryready,1,W09,Eterna,1,100,84.25,94.0,80.0,87.0,87.0,2.75,2.75,0,0.0,0.8,0.810810810810811
W09_13251077_0pad0_libraryready,1,W09,Eterna,1,100,79.6666666666667,87.0,76.66666666666667,81.83333333333334,81.83333333333334,2.166666666666643,2.166666666666643,0,0.0,0.816326530612245,0.833333333333333
W09_13251079_0pad0_libraryready,1,W09,Eterna,1,100,75.8333333333333,91.0,63.333333333333336,77.16666666666667,77.16666666666667,1.3333333333333712,1.3333333333333712,0,0.0,0.816326530612245,0.857142857142857
W09_13251088_0pad0_libraryready,1,W09,Eterna,1,100,83.4583333333333,87.0,83.33333333333333,85.16666666666666,85.16666666666666,1.708333333333357,1.708333333333357,0,0.0,0.72,0.75
W09_13251169_0pad0_libraryready,1,W09,Eterna,1,100,86.7916666666667,88.0,87.5,87.75,87.75,0.9583333333333002,0.9583333333333002,0,0.0,0.857142857142857,0.82051282051282
W09_13251175_0pad0_libraryready,1,W09,Eterna,1,100,87.6666666666667,93.0,86.66666666666667,89.83333333333334,89.83333333333334,2.166666666666643,2.166666666666643,0,0.0,0.816326530612245,0.833333333333333
W09_13251207_0pad0_libraryready,1,W09,Eterna,1,100,70.5416666666667,55.0,87.5,71.25,71.25,0.7083333333333002,0.7083333333333002,0,0.0,0.784313725490196,0.789473684210526
W09_13251209_0pad0_libraryready,1,W09,Eterna,1,100,85.6666666666667,96.0,76.66666666666667,86.33333333333334,86.33333333333334,0.666666666666643,0.666666666666643,0,0.0,0.8,0.810810810810811
W09_13251211_0pad0_libraryready,1,W09,Eterna,1,100,80.7916666666667,84.0,82.5,83.25,83.25,2.4583333333333,2.4583333333333,0,0.0,0.8,0.810810810810811
W09_13251213_0pad0_libraryready,1,W09,Eterna,1,100,86.375,85.0,87.5,86.25,86.5,-0.125,0.125,0,0.0,0.833333333333333,0.857142857142857
W09_13251215_0pad0_libraryready,1,W09,Eterna,1,100,85.7916666666667,89.0,82.5,85.75,85.83333333333334,-0.041666666666699825,0.04166666666664298,1,0.5,0.8,0.810810810810811
W09_13251217_0pad0_libraryready,1,W09,Eterna,1,100,80.7916666666667,77.0,86.66666666666667,81.83333333333334,81.83333333333334,1.041666666666643,1.041666666666643,0,0.0,0.8,0.810810810810811
W09_13251219_0pad0_libraryready,1,W09,Eterna,1,100,65.875,74.0,60.0,67.0,67.0,1.125,1.125,0,0.0,0.8,0.810810810810811
W09_13251221_0pad0_libraryready,1,W09,Eterna,1,100,79.6666666666667,85.0,75.0,80.0,80.0,0.3333333333333002,0.3333333333333002,0,0.0,0.72,0.702702702702703
W09_13251223_0pad0_libraryready,1,W09,Eterna,1,100,89.5,92.0,90.0,91.0,91.0,1.5,1.5,0,0.0,0.769230769230769,0.769230769230769
W09_13251229_0pad0_libraryready,1,W09,Eterna,1,100,90.0833333333333,92.0,93.33333333333333,92.66666666666666,92.66666666666666,2.583333333333357,2.583333333333357,0,0.0,0.784313725490196,0.789473684210526
W09_13251761_0pad0_libraryready,1,W09,Eterna,1,100,88.5416666666667,93.0,86.66666666666667,89.83333333333334,89.83333333333334,1.291666666666643,1.291666666666643,0,0.0,0.792452830188679,0.82051282051282
W09_13251780_0pad0_libraryready,1,W09,Eterna,1,100,82.5,87.0,80.0,83.5,83.5,1.0,1.0,1,0.5,0.88,0.904761904761905
W09_13251786_0pad0_libraryready,1,W09,Eterna,1,100,89.5,90.0,90.0,90.0,90.0,0.5,0.5,0,0.0,0.833333333333333,0.857142857142857
W09_13251794_0pad0_libraryready,1,W09,Eterna,1,100,90.7083333333333,92.0,87.5,89.75,91.66666666666666,-0.9583333333333002,0.958333333333357,0,0.0,0.666666666666667,0.888888888888889
W09_13251796_0pad0_libraryready,1,W09,Eterna,1,100,86.7083333333333,91.0,82.5,86.75,86.75,0.041666666666699825,0.041666666666699825,0,0.0,0.782608695652174,0.857142857142857
W09_13251798_0pad0_libraryready,1,W09,Eterna,1,100,84.625,81.0,87.5,84.25,85.0,-0.375,0.375,0,0.0,0.923076923076923,0.904761904761905
W09_13251830_0pad0_libraryready,1,W09,Eterna,1,100,63.125,70.0,60.0,65.0,65.0,1.875,1.875,0,0.0,0.0,0.0
W09_13251838_0pad0_libraryready,1,W09,Eterna,1,100,65.0833333333333,71.0,63.333333333333336,67.16666666666667,67.16666666666667,2.0833333333333712,2.0833333333333712,0,0.0,0.0,0.0
W09_13252070_0pad0_libraryready,1,W09,Eterna,1,100,85.0,92.0,80.0,86.0,86.0,1.0,1.0,0,0.0,0.901960784313726,0.904761904761905
W09_13252075_0pad0_libraryready,1,W09,Eterna,1,100,73.4583333333333,55.0,92.5,73.75,73.75,0.2916666666666998,0.2916666666666998,0,0.0,0.846153846153846,0.837209302325581
W09_13252083_0pad0_libraryready,1,W09,Eterna,1,100,85.0833333333333,88.0,82.5,85.25,85.25,0.16666666666669983,0.16666666666669983,1,1.25,0.84,0.883720930232558
W09_13252365_0pad0_libraryready,1,W09,Eterna,1,100,92.0416666666667,93.0,96.66666666666667,94.83333333333334,94.83333333333334,2.791666666666643,2.791666666666643,0,0.0,0.816326530612245,0.833333333333333
W09_13252487_0pad0_libraryready,1,W09,Eterna,1,100,78.1666666666667,81.0,76.66666666666667,78.83333333333334,78.83333333333334,0.666666666666643,0.666666666666643,0,0.0,0.893617021276596,0.923076923076923
W09_13252489_0pad0_libraryready,1,W09,Eterna,1,100,83.9166666666667,86.0,80.0,83.0,84.83333333333334,-0.9166666666666998,0.916666666666643,0,0.0,0.936170212765957,0.974358974358974
