id,round,puzzle,method,sn,sn_filter,reads,rnet_f1,rnet_f1_cp,oks_exp_published,oks_exp_recomputed,oks_insilico,gc,exp,hit
W01_13192141_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,16.33,1,7022.0,0.903225806451613,0.82051282051282,92.5133689839572,92.5133689839572,86.5307486631016,0.6136363636363636,92.5133689839572,True
W01_13192201_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,9.373,1,1372.0,0.842105263157895,0.882352941176471,83.7901069518716,83.79010695187165,83.35561497326202,0.5,83.7901069518716,False
W01_13192203_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,12.154,1,725.0,0.892857142857143,0.96969696969697,79.6122994652407,79.61229946524065,77.23930481283422,0.5227272727272727,79.6122994652407,False
W01_13192208_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,18.05,1,1729.0,0.346153846153846,0.173913043478261,67.379679144385,67.37967914438504,71.79144385026738,0.5,67.379679144385,False
W01_13192217_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,18.607,1,7917.0,0.8,0.882352941176471,88.4358288770053,88.43582887700535,79.61229946524065,0.5454545454545454,88.4358288770053,False
W01_13192228_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.543,1,492.0,0.851851851851852,0.96969696969697,78.3422459893048,78.34224598930481,79.71256684491979,0.5113636363636364,78.3422459893048,False
W01_13192246_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,27.37,1,14926.0,0.814814814814815,0.914285714285714,86.7312834224599,86.7312834224599,86.39705882352942,0.5113636363636364,86.7312834224599,False
W01_13192251_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.294,1,434.0,0.771929824561403,0.866666666666667,74.1644385026738,74.16443850267379,73.72994652406418,0.5227272727272727,74.1644385026738,False
W01_13192838_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,37.614,1,6108.0,0.0606060606060606,0.0,66.8114973262032,66.81149732620321,75.53475935828877,0.6818181818181818,66.8114973262032,False
W01_13192849_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,72.329,1,17261.0,0.827586206896552,0.848484848484849,75.2005347593583,75.20053475935829,78.14171122994654,0.7159090909090909,75.2005347593583,False
W01_13192952_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,26.023,1,2423.0,0.885245901639344,0.82051282051282,95.6885026737968,95.68850267379679,93.88368983957218,0.6136363636363636,95.6885026737968,True
W01_13192985_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,18.073,1,291.0,0.827586206896552,0.882352941176471,94.2179144385027,94.21791443850267,94.45187165775401,0.6136363636363636,94.2179144385027,True
W01_13192991_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,16.539,1,4221.0,0.892857142857143,0.96969696969697,85.8288770053476,85.8288770053476,83.92379679144386,0.5113636363636364,85.8288770053476,False
W01_13193040_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,40.005,1,50824.0,0.851851851851852,0.909090909090909,82.3195187165775,82.31951871657753,84.49197860962568,0.5113636363636364,82.3195187165775,False
W01_13193042_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.485,1,297.0,0.862068965517241,0.914285714285714,83.7901069518716,83.79010695187165,78.475935828877,0.4772727272727273,83.7901069518716,False
W01_13193044_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,24.279,1,2508.0,0.892857142857143,0.96969696969697,84.3582887700535,84.35828877005346,78.14171122994654,0.48863636363636365,84.3582887700535,False
W01_13193046_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.255,1,327.0,0.87719298245614,0.941176470588235,78.8101604278075,78.81016042780749,74.63235294117646,0.48863636363636365,78.8101604278075,False
W01_13193048_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,21.394,1,2686.0,0.912280701754386,1.0,81.4171122994652,81.41711229946523,78.475935828877,0.48863636363636365,81.4171122994652,False
W01_13193050_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.569,1,240.0,0.912280701754386,1.0,87.8676470588235,87.86764705882354,79.61229946524065,0.48863636363636365,87.8676470588235,False
W01_13193052_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,24.188,1,1884.0,0.892857142857143,0.96969696969697,87.1991978609626,87.19919786096256,82.78743315508021,0.48863636363636365,87.1991978609626,False
W01_13193054_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,6.98,1,414.0,0.847457627118644,0.96969696969697,88.4358288770053,88.43582887700535,83.1216577540107,0.5,88.4358288770053,False
W01_13193056_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,5.082,1,187.0,0.892857142857143,0.96969696969697,90.2406417112299,90.24064171122994,85.72860962566844,0.5227272727272727,90.2406417112299,True
W01_13193058_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,11.113,1,234.0,0.892857142857143,0.96969696969697,90.7085561497326,90.70855614973262,83.1216577540107,0.5,90.7085561497326,True
W01_13193060_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,14.674,1,3747.0,0.892857142857143,0.96969696969697,87.8676470588235,87.86764705882354,83.68983957219251,0.5,87.8676470588235,False
W01_13193064_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,55.835,1,93061.0,0.392857142857143,0.166666666666667,68.2820855614973,68.28208556149733,69.6524064171123,0.5,68.2820855614973,False
W01_13193066_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,22.325,1,4168.0,0.310344827586207,0.0,75.8689839572193,74.39839572192514,72.3596256684492,0.48863636363636365,75.8689839572193,False
W01_13193068_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,8.572,1,298.0,0.428571428571429,0.25,80.6149732620321,80.6149732620321,76.10294117647058,0.5113636363636364,80.6149732620321,False
W01_13193070_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.591,1,1397.0,0.310344827586207,0.0,72.3596256684492,72.3596256684492,70.08689839572193,0.5,72.3596256684492,False
W01_13193072_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,28.433,1,3158.0,0.315789473684211,0.0,76.2032085561497,76.20320855614975,73.83021390374331,0.48863636363636365,76.2032085561497,False
W01_13193074_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,8.783,1,313.0,0.321428571428571,0.0,75.4010695187166,75.40106951871658,72.92780748663102,0.48863636363636365,75.4010695187166,False
W01_13193076_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,32.057,1,8133.0,0.321428571428571,0.0,70.8890374331551,70.88903743315508,72.69385026737967,0.5,70.8890374331551,False
W01_13193078_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,12.838,1,982.0,0.310344827586207,0.0,75.0668449197861,75.06684491978609,71.79144385026738,0.5,75.0668449197861,False
W01_13193080_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,16.954,1,911.0,0.518518518518519,0.357142857142857,71.2232620320856,71.22326203208556,80.84893048128342,0.5,71.2232620320856,False
W01_13193082_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,15.674,1,3643.0,0.892857142857143,0.96969696969697,85.1604278074866,85.16042780748663,79.3783422459893,0.5113636363636364,85.1604278074866,False
W01_13193095_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,32.245,1,26199.0,0.321428571428571,0.0,67.7139037433155,67.71390374331551,73.83021390374331,0.5227272727272727,67.7139037433155,False
W01_13193105_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,19.031,1,3398.0,0.807017543859649,0.823529411764706,73.4959893048128,72.02540106951872,80.74866310160428,0.5227272727272727,73.4959893048128,False
W01_13193111_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,9.055,1,511.0,0.827586206896552,0.909090909090909,86.0628342245989,86.06283422459893,83.1216577540107,0.5340909090909091,86.0628342245989,False
W01_13193119_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,14.32,1,3071.0,0.842105263157895,0.909090909090909,87.1991978609626,87.19919786096256,84.25802139037432,0.5340909090909091,87.1991978609626,False
W01_13193124_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.837,1,143.0,0.4,0.54054054054054,77.4398395721925,77.43983957219251,81.51737967914437,0.42045454545454547,77.4398395721925,False
W01_13193224_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,9.835,1,613.0,0.892857142857143,0.96969696969697,80.5147058823529,80.51470588235294,86.29679144385025,0.5,80.5147058823529,False
W01_13193226_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.802,1,7582.0,0.872727272727273,0.9375,89.0040106951872,89.00401069518716,85.39438502673798,0.5,89.0040106951872,False
W01_13193228_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,15.947,1,14466.0,0.872727272727273,0.9375,84.3582887700535,84.35828877005346,86.8649732620321,0.5113636363636364,84.3582887700535,False
W01_13193230_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,12.378,1,3685.0,0.56,0.324324324324324,79.0441176470588,79.04411764705883,77.67379679144386,0.5113636363636364,79.0441176470588,False
W01_13193232_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,2.553,1,97.0,0.857142857142857,0.9375,79.9131016042781,79.91310160427807,84.25802139037432,0.5113636363636364,79.9131016042781,False
W01_13193234_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,20.24,1,3654.0,0.872727272727273,0.9375,87.2994652406417,87.29946524064171,85.16042780748663,0.5113636363636364,87.2994652406417,False
W01_13193236_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,9.857,1,455.0,0.872727272727273,0.9375,85.2606951871658,85.26069518716578,85.16042780748663,0.5227272727272727,85.2606951871658,False
W01_13193238_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,6.408,1,172.0,0.892857142857143,0.96969696969697,81.5173796791444,81.51737967914437,82.55347593582889,0.5227272727272727,81.5173796791444,False
W01_13193240_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,25.707,1,30389.0,0.807017543859649,0.823529411764706,86.0628342245989,86.06283422459893,86.29679144385025,0.5113636363636364,86.0628342245989,False
W01_13193242_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,24.299,1,8670.0,0.625,0.48,80.5147058823529,80.51470588235294,78.57620320855614,0.5227272727272727,80.5147058823529,False
W01_13193244_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,19.466,1,2026.0,0.857142857142857,0.9375,84.9264705882353,84.92647058823529,83.35561497326202,0.5,84.9264705882353,False
W01_13193246_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,11.829,1,787.0,0.872727272727273,0.9375,86.7312834224599,86.7312834224599,84.25802139037432,0.5113636363636364,86.7312834224599,False
W01_13193316_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,8.421,1,261.0,0.87719298245614,0.941176470588235,90.8088235294118,90.80882352941177,81.98529411764706,0.5227272727272727,90.8088235294118,True
W01_13193407_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,30.801,1,16958.0,0.745098039215686,0.714285714285714,81.6510695187166,81.65106951871658,71.79144385026738,0.5340909090909091,81.6510695187166,False
W01_13193456_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,16.604,1,477.0,0.819672131147541,0.9375,81.9852941176471,81.98529411764706,84.25802139037432,0.4659090909090909,81.9852941176471,False
W01_13193466_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,18.565,1,5120.0,0.872727272727273,0.9375,87.533422459893,87.53342245989305,84.024064171123,0.5113636363636364,87.533422459893,False
W01_13193476_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,14.183,1,338.0,0.814814814814815,0.866666666666667,74.7326203208556,74.73262032085563,81.65106951871658,0.4431818181818182,74.7326203208556,False
W01_13193478_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,9.928,1,328.0,0.892857142857143,0.96969696969697,82.8877005347593,82.88770053475935,82.55347593582889,0.5,82.8877005347593,False
W01_13193483_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,7.894,1,111.0,0.724137931034483,0.606060606060606,87.0655080213904,87.06550802139037,90.80882352941177,0.5454545454545454,87.0655080213904,False
W01_13193550_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.93,1,6172.0,0.892857142857143,0.96969696969697,80.8489304812834,80.84893048128342,78.475935828877,0.5,80.8489304812834,False
W01_13193557_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,11.6,1,538.0,0.87719298245614,0.941176470588235,90.4745989304813,90.47459893048128,82.2192513368984,0.5113636363636364,90.4745989304813,True
W01_13193559_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,22.996,1,1209.0,0.8,0.8125,90.4745989304813,90.47459893048128,84.92647058823529,0.5113636363636364,90.4745989304813,True
W01_13193564_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,11.798,1,420.0,0.444444444444444,0.25,72.1256684491979,72.12566844919786,73.16176470588235,0.5227272727272727,72.1256684491979,False
W01_13193570_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,11.133,1,485.0,0.892857142857143,0.96969696969697,81.5173796791444,81.51737967914437,81.31684491978609,0.5113636363636364,81.5173796791444,False
W01_13193572_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,20.824,1,28296.0,0.892857142857143,0.96969696969697,86.3970588235294,86.39705882352942,85.96256684491979,0.5113636363636364,86.3970588235294,False
W01_13193574_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,15.26,1,1661.0,0.857142857142857,0.909090909090909,78.475935828877,78.475935828877,86.29679144385025,0.5113636363636364,78.475935828877,False
W01_13193576_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,23.03,1,9363.0,0.857142857142857,0.909090909090909,82.5534759358289,82.55347593582889,82.2192513368984,0.5113636363636364,82.5534759358289,False
W01_13193578_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,9.732,1,436.0,0.857142857142857,0.909090909090909,77.9077540106952,77.90775401069519,81.31684491978609,0.5113636363636364,77.9077540106952,False
W01_13193580_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,22.502,1,2779.0,0.842105263157895,0.882352941176471,88.4358288770053,88.43582887700535,87.53342245989305,0.5227272727272727,88.4358288770053,False
W01_13193594_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,42.125,1,24851.0,0.857142857142857,0.909090909090909,77.807486631016,77.80748663101605,76.90508021390374,0.5113636363636364,77.807486631016,False
W01_13193596_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.788,1,135.0,1.0,1.0,82.8877005347593,82.88770053475935,84.59224598930481,0.5113636363636364,82.8877005347593,False
W01_13193598_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,21.775,1,3989.0,0.490566037735849,0.32,80.5147058823529,79.04411764705883,78.14171122994654,0.5227272727272727,80.5147058823529,False
W01_13193600_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,24.42,1,4150.0,0.576923076923077,0.444444444444444,78.475935828877,78.475935828877,76.6711229946524,0.5227272727272727,78.475935828877,False
W01_13193602_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,64.122,1,10495.0,0.947368421052632,0.9375,77.807486631016,77.80748663101605,75.43449197860963,0.5227272727272727,77.807486631016,False
W01_13193640_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,31.182,1,4647.0,0.784313725490196,0.666666666666667,66.4772727272727,65.9090909090909,73.49598930481284,0.5227272727272727,66.4772727272727,False
W01_13193671_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,21.478,1,8545.0,0.892857142857143,0.96969696969697,88.6697860962567,88.10160427807486,83.92379679144386,0.5113636363636364,88.6697860962567,False
W01_13193673_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,27.05,1,17271.0,0.892857142857143,0.96969696969697,86.9652406417112,86.96524064171123,84.82620320855614,0.5,86.9652406417112,False
W01_13193675_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.731,1,540.0,0.892857142857143,0.96969696969697,85.8288770053476,85.8288770053476,84.25802139037432,0.5113636363636364,85.8288770053476,False
W01_13193677_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,10.405,1,458.0,0.892857142857143,0.96969696969697,84.692513368984,84.69251336898395,85.39438502673798,0.5113636363636364,84.692513368984,False
W01_13193679_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,30.127,1,7729.0,0.87719298245614,0.96969696969697,85.8288770053476,85.8288770053476,81.98529411764706,0.5,85.8288770053476,False
W01_13193681_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,20.547,1,1894.0,0.517241379310345,0.363636363636364,72.1256684491979,72.12566844919786,77.57352941176471,0.5227272727272727,72.1256684491979,False
W01_13193683_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,39.228,1,20941.0,0.892857142857143,0.96969696969697,86.0628342245989,86.06283422459893,76.8716577540107,0.5227272727272727,86.0628342245989,False
W01_13193685_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,14.289,1,7592.0,0.321428571428571,0.0,70.4211229946524,70.4211229946524,75.30080213903744,0.5227272727272727,70.4211229946524,False
W01_13193706_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,47.078,1,9278.0,0.87719298245614,0.941176470588235,86.9652406417112,86.96524064171123,83.68983957219251,0.5340909090909091,86.9652406417112,False
W01_13193713_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,26.772,1,72264.0,0.892857142857143,0.96969696969697,88.1016042780749,88.10160427807486,83.1216577540107,0.5113636363636364,88.1016042780749,False
W01_13193728_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,20.562,1,623.0,0.7,0.648648648648649,85.8288770053476,85.8288770053476,69.85294117647058,0.5568181818181818,85.8288770053476,False
W01_13193748_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,48.068,1,48278.0,0.8,0.638297872340426,83.2219251336898,83.22192513368984,72.12566844919786,0.5454545454545454,83.2219251336898,False
W01_13194172_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,20.223,1,2587.0,0.8,0.638297872340426,89.6724598930481,89.67245989304813,88.10160427807486,0.5909090909090909,89.6724598930481,False
W01_13194193_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,14.696,1,449.0,0.813559322033898,0.8125,79.6122994652407,79.61229946524065,70.78877005347594,0.625,79.6122994652407,False
W01_13194197_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,18.204,1,702.0,0.847457627118644,0.695652173913043,80.5147058823529,80.51470588235294,73.39572192513369,0.625,80.5147058823529,False
W01_13194201_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,16.208,1,554.0,0.806451612903226,0.612244897959184,81.9852941176471,81.98529411764706,90.70855614973262,0.6363636363636364,81.9852941176471,False
W01_13194321_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,3.288,1,121.0,0.892857142857143,0.96969696969697,84.7927807486631,84.79278074866309,79.27807486631016,0.5227272727272727,84.7927807486631,False
W01_13194323_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,5.289,1,216.0,0.857142857142857,0.909090909090909,81.4171122994652,81.41711229946523,83.35561497326202,0.5227272727272727,81.4171122994652,False
W01_13194327_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.656,1,1182.0,0.87719298245614,0.941176470588235,83.2219251336898,83.22192513368984,82.45320855614975,0.5113636363636364,83.2219251336898,False
W01_13194335_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,14.322,1,1445.0,0.847457627118644,0.96969696969697,86.4973262032086,86.49732620320856,80.18048128342247,0.5340909090909091,86.4973262032086,False
W01_13194337_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,22.987,1,61483.0,0.842105263157895,0.882352941176471,82.8877005347593,82.88770053475935,79.27807486631016,0.5340909090909091,82.8877005347593,False
W01_13194341_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,19.668,1,3154.0,0.847457627118644,0.96969696969697,85.2606951871658,85.26069518716578,81.31684491978609,0.5227272727272727,85.2606951871658,False
W01_13194347_6pad6_libraryready_6pad6_libraryready,1,W01,Eterna,13.56,1,1215.0,0.892857142857143,0.96969696969697,81.9852941176471,81.98529411764706,85.39438502673798,0.5227272727272727,81.9852941176471,False
