chembl_id,pref_name,max_phase,molecule_type,first_approval,withdrawn_flag,smiles,std_smiles,scaffold,mw
CHEMBL1601669,ALFACALCIDOL,4.0,Small molecule,,False,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,C=C1CCCCC1=CC=C1CCCC2CCCC12,400.64700000000016
CHEMBL634,ALFENTANIL,4.0,Small molecule,1986.0,False,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1,416.52600000000024
CHEMBL709,ALFUZOSIN,4.0,Small molecule,2003.0,False,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,389.4560000000002
CHEMBL1639,ALISKIREN,4.0,Small molecule,2007.0,False,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,c1ccccc1,551.7690000000003
CHEMBL705,ALITRETINOIN,4.0,Small molecule,1999.0,False,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,C1=CCCCC1,300.44200000000006
CHEMBL1467,ALLOPURINOL,4.0,Small molecule,1966.0,False,Oc1ncnc2[nH]ncc12,Oc1ncnc2[nH]ncc12,c1ncc2cn[nH]c2n1,136.114
CHEMBL1200477,ALLOPURINOL SODIUM,4.0,Small molecule,1996.0,False,O=c1[n-]cnc2[nH]ncc12.[Na+],O=c1[nH]cnc2[nH]ncc12,O=c1[nH]cnc2[nH]ncc12,136.114
CHEMBL1183717,ALMITRINE,4.0,Small molecule,,True,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,c1ccc(C(c2ccccc2)N2CCN(c3ncncn3)CC2)cc1,477.56300000000016
CHEMBL1505,ALMOTRIPTAN,4.0,Small molecule,2001.0,False,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,335.4730000000002
CHEMBL376359,ALOGLIPTIN,4.0,Small molecule,2013.0,False,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1,339.39900000000006
CHEMBL1110,ALOSETRON,4.0,Small molecule,2000.0,False,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,O=C1c2c([nH]c3ccccc23)CCN1Cc1c[nH]cn1,294.35800000000006
CHEMBL2396661,ALPELISIB,4.0,Small molecule,2019.0,False,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1,441.4790000000001
CHEMBL54349,ALPIDEM,4.0,Small molecule,,True,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,c1ccc(-c2cn3ccccc3n2)cc1,404.34100000000007
CHEMBL661,ALPRAZOLAM,4.0,Small molecule,1981.0,False,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,308.77200000000005
CHEMBL495,ALPROSTADIL,4.0,Small molecule,1981.0,False,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,O=C1CCCC1,354.48700000000014
CHEMBL1455,ALTRETAMINE,4.0,Small molecule,1990.0,False,CN(C)c1nc(N(C)C)nc(N(C)C)n1,CN(C)c1nc(N(C)C)nc(N(C)C)n1,c1ncncn1,210.285
CHEMBL3833314,ALUMINUM CHLORIDE,4.0,Small molecule,,False,O.O.O.O.O.O.[Al+3].[Cl-].[Cl-].[Cl-],O,O,18.015
CHEMBL3833401,ALUMINUM CHLORIDE ANHYDROUS,4.0,Small molecule,,False,Cl[Al](Cl)Cl,[Cl][Al]([Cl])[Cl],[Cl][Al]([Cl])[Cl],133.341
CHEMBL1200706,ALUMINUM HYDROXIDE,4.0,Small molecule,1983.0,False,O[Al](O)O,[OH][Al]([OH])[OH],[OH][Al]([OH])[OH],78.003
CHEMBL270190,ALVIMOPAN,4.0,Small molecule,2008.0,False,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,c1ccc(CCCN2CCC(c3ccccc3)CC2)cc1,424.5410000000002
CHEMBL660,AMANTADINE,4.0,Small molecule,1968.0,False,NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2,C1C2CC3CC1CC(C2)C3,151.253
CHEMBL1652,AMBENONIUM,4.0,Small molecule,1956.0,False,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,O=C(NCC[NH2+]Cc1ccccc1)C(=O)NCC[NH2+]Cc1ccccc1,537.5760000000002
CHEMBL1111,AMBRISENTAN,4.0,Small molecule,2007.0,False,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,378.4280000000001
CHEMBL1200732,AMCINONIDE,4.0,Small molecule,1979.0,False,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC3(CCCC3)OC12,502.5790000000003
CHEMBL530,AMDINOCILLIN,4.0,Small molecule,1984.0,False,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,O=C1C(N=CN2CCCCCC2)C2SCCN12,325.4339999999999
CHEMBL1650818,AMDINOCILLIN PIVOXIL,4.0,Small molecule,2024.0,False,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,O=C1C(N=CN2CCCCCC2)C2SCCN12,439.5780000000003
CHEMBL4297592,AMENAMEVIR,4.0,Small molecule,2017.0,False,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,O=C(CN(C(=O)C1CCS(=O)(=O)CC1)c1ccccc1)Nc1ccc(-c2ncon2)cc1,482.5620000000003
CHEMBL354077,AMIFAMPRIDINE,4.0,Small molecule,2009.0,False,Nc1ccncc1N,Nc1ccncc1N,c1ccncc1,109.132
CHEMBL1006,AMIFOSTINE,4.0,Small molecule,1995.0,False,NCCCNCCSP(=O)(O)O,NCCCNCCSP(=O)(O)O,NCCCNCCSP(=O)(O)O,214.22699999999998
CHEMBL177,AMIKACIN,4.0,Small molecule,1981.0,False,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,585.6080000000002
CHEMBL945,AMILORIDE,4.0,Small molecule,1981.0,False,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,c1cnccn1,229.63099999999997
CHEMBL418995,AMINEPTINE,4.0,Small molecule,,True,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,c1ccc2c(c1)CCc1ccccc1C2,337.46300000000014
CHEMBL1046,AMINOCAPROIC ACID,4.0,Small molecule,1964.0,False,NCCCCCC(=O)O,NCCCCCC(=O)O,NCCCCCC(=O)O,131.175
CHEMBL488,AMINOGLUTETHIMIDE,4.0,Small molecule,1980.0,False,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,O=C1CCC(c2ccccc2)C(=O)N1,232.28299999999996
CHEMBL1200365,AMINOHIPPURATE SODIUM,4.0,Small molecule,1982.0,False,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],Nc1ccc(C(=O)NCC(=O)O)cc1,c1ccccc1,194.19000000000003
CHEMBL601,AMINOLEVULINIC ACID,4.0,Small molecule,1999.0,False,NCC(=O)CCC(=O)O,NCC(=O)CCC(=O)O,NCC(=O)CCC(=O)O,131.131
CHEMBL288470,AMINOPYRINE,4.0,Small molecule,,True,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,O=c1cc[nH]n1-c1ccccc1,231.29900000000004
CHEMBL106258,AMINOREX,4.0,Small molecule,,True,NC1=NCC(c2ccccc2)O1,NC1=NCC(c2ccccc2)O1,C1=NCC(c2ccccc2)O1,162.19199999999998
CHEMBL1200584,AMINOSALICYLATE POTASSIUM,4.0,Small molecule,1955.0,False,Nc1ccc(C(=O)[O-])c(O)c1.[K+],Nc1ccc(C(=O)O)c(O)c1,c1ccccc1,153.137
CHEMBL633,AMIODARONE,4.0,Small molecule,1985.0,False,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,O=C(c1ccccc1)c1coc2ccccc12,645.3190000000002
CHEMBL243712,AMISULPRIDE,4.0,Small molecule,1986.0,False,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,O=C(NCC1CCCN1)c1ccccc1,369.4870000000002
CHEMBL629,AMITRIPTYLINE,4.0,Small molecule,1961.0,False,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CN(C)CCC=C1c2ccccc2CCc2ccccc21,C=C1c2ccccc2CCc2ccccc21,277.411
CHEMBL1096,AMLEXANOX,4.0,Small molecule,1996.0,False,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,O=c1c2ccccc2oc2ncccc12,298.298
CHEMBL1491,AMLODIPINE,4.0,Small molecule,1992.0,False,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,C1=CC(c2ccccc2)C=CN1,408.88200000000006
CHEMBL1201189,AMMONIA N 13,4.0,Small molecule,2007.0,False,[13NH3],[13NH3],[13NH3],16.02973861
CHEMBL1160819,"AMMONIA SOLUTION, STRONG",4.0,Small molecule,2007.0,False,N,N,N,17.031
