Lipid_name,Helper_lipid_ID,Cargo_type,Model_type,Delivery_target,Route_of_administration
cand_53,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_54,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_55,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_56,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_57,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_58,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_59,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_60,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_61,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_62,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_63,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_64,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_65,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_66,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_67,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_68,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_69,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_70,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_71,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_72,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_73,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_74,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_75,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_76,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_77,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_78,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_79,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_80,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_81,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_82,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_83,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_84,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_85,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_86,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_87,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_88,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_89,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_90,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_91,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_92,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_93,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_94,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_95,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_96,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_97,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_98,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_99,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_100,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_101,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_102,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_103,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_104,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_105,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_106,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_107,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_108,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_109,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_110,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_111,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_112,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_113,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_114,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_115,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_116,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_117,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_118,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_119,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_120,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_121,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_122,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_123,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_124,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_125,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_126,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_127,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_128,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_129,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_130,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_131,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_132,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_133,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_134,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_135,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_136,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_137,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_138,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_139,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_140,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_141,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_142,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_143,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_144,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_145,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_146,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_147,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_148,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_149,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_150,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_151,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_152,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_153,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_154,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_155,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_156,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_157,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_158,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_159,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_160,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_161,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_162,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_163,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_164,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_165,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_166,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_167,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_168,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_169,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_170,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_171,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_172,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_173,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_174,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_175,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_176,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_177,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_178,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_179,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_180,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_181,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_182,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_183,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_184,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_185,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_186,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_187,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_188,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_189,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_190,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_191,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_192,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_193,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_194,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_195,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_196,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_197,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_198,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_199,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_200,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_201,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_202,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_203,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_204,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_205,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_206,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_207,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_208,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_209,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_210,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_211,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_212,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_213,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_214,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_215,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_216,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_217,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_218,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_219,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_220,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_221,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_222,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_223,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_224,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_225,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_226,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_227,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_228,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_229,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_230,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_231,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_232,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_233,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_234,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_235,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_236,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_237,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_238,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_239,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_240,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_241,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_242,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_243,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_244,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_245,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_246,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_247,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_248,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_249,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_250,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_251,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_252,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_253,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_254,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_255,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_256,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_257,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_258,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_259,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_260,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_261,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_262,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_263,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_264,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_265,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_266,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_267,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_268,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_269,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_270,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_271,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_272,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_273,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_274,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_275,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_276,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_277,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_278,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_279,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_280,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_281,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_282,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_283,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_284,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_285,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_286,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_287,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_288,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_289,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_290,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_291,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_292,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_293,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_294,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_295,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_296,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_297,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_298,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_299,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_300,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_301,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_302,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_303,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_304,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_305,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_306,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_307,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_308,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_309,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_310,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_311,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_312,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_313,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_314,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_315,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_316,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_317,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_318,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_319,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_320,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_321,DOPE,mRNA,HeLa,generic_cell,in_vitro
cand_322,DOPE,mRNA,HeLa,generic_cell,in_vitro
