submission_no,doc_type,url,n_chars,txt_path,fetched_at
K241676,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K241676.pdf,67874,txt/K241676.txt,2026-09-22T17:20:44
K241676,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241676.pdf,80377,txt/K241676.txt,2026-09-22T17:20:44
K241806,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K241806.pdf,88254,txt/K241806.txt,2026-09-22T17:20:50
K241806,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241806.pdf,103718,txt/K241806.txt,2026-09-22T17:20:50
K242256,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K242256.pdf,70951,txt/K242256.txt,2026-09-22T17:20:55
K242256,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242256.pdf,86669,txt/K242256.txt,2026-09-22T17:20:55
K242353,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K242353.pdf,3088,txt/K242353.txt,2026-09-22T17:20:59
K242353,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242353.pdf,23625,txt/K242353.txt,2026-09-22T17:20:59
K242952,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K242952.pdf,14269,txt/K242952.txt,2026-09-22T17:21:02
K242952,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242952.pdf,30698,txt/K242952.txt,2026-09-22T17:21:02
K243410,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K243410.pdf,32629,txt/K243410.txt,2026-09-22T17:21:05
K243410,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243410.pdf,30546,txt/K243410.txt,2026-09-22T17:21:05
K243463,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K243463.pdf,2583,txt/K243463.txt,2026-09-22T17:21:08
K243463,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243463.pdf,25232,txt/K243463.txt,2026-09-22T17:21:08
K243725,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K243725.pdf,3281,txt/K243725.txt,2026-09-22T17:21:11
K243725,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243725.pdf,33551,txt/K243725.txt,2026-09-22T17:21:11
K243813,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K243813.pdf,3035,txt/K243813.txt,2026-09-22T17:21:14
K243813,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243813.pdf,22451,txt/K243813.txt,2026-09-22T17:21:14
DEN230024,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN230024.pdf,24390,txt/DEN230024.txt,2026-09-22T17:21:17
DEN230024,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/DEN230024.pdf,10655,txt/DEN230024.txt,2026-09-22T17:21:17
DEN230034,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN230034.pdf,34960,txt/DEN230034.txt,2026-09-22T17:21:20
DEN230034,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/DEN230034.pdf,12784,txt/DEN230034.txt,2026-09-22T17:21:20
DEN230046,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN230046.pdf,114306,txt/DEN230046.txt,2026-09-22T17:21:26
DEN230046,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/DEN230046.pdf,15152,txt/DEN230046.txt,2026-09-22T17:21:26
DEN230052,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN230052.pdf,38617,txt/DEN230052.txt,2026-09-22T17:21:29
DEN230052,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/DEN230052.pdf,25569,txt/DEN230052.txt,2026-09-22T17:21:29
DEN230090,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN230090.pdf,33665,txt/DEN230090.txt,2026-09-22T17:21:32
DEN230090,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/DEN230090.pdf,14995,txt/DEN230090.txt,2026-09-22T17:21:32
DEN230092,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN230092.pdf,50389,txt/DEN230092.txt,2026-09-22T17:21:35
DEN230092,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/DEN230092.pdf,15995,txt/DEN230092.txt,2026-09-22T17:21:35
K230236,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K230236.pdf,2839,txt/K230236.txt,2026-09-22T17:21:38
K230236,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230236.pdf,14629,txt/K230236.txt,2026-09-22T17:21:38
K230267,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K230267.pdf,48537,txt/K230267.txt,2026-09-22T17:21:43
K230267,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230267.pdf,70057,txt/K230267.txt,2026-09-22T17:21:43
K230719,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K230719.pdf,3286,txt/K230719.txt,2026-09-22T17:22:15
K230719,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230719.pdf,22937,txt/K230719.txt,2026-09-22T17:22:15
K230956,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K230956.pdf,90637,txt/K230956.txt,2026-09-22T17:22:22
K230956,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230956.pdf,105595,txt/K230956.txt,2026-09-22T17:22:22
K231329,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K231329.pdf,26561,txt/K231329.txt,2026-09-22T17:22:25
K231329,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231329.pdf,26641,txt/K231329.txt,2026-09-22T17:22:25
K231336,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K231336.pdf,47534,txt/K231336.txt,2026-09-22T17:22:29
K231336,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231336.pdf,41971,txt/K231336.txt,2026-09-22T17:22:29
K232092,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K232092.pdf,29483,txt/K232092.txt,2026-09-22T17:22:33
K232092,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K232092.pdf,43943,txt/K232092.txt,2026-09-22T17:22:33
K232286,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K232286.pdf,35054,txt/K232286.txt,2026-09-22T17:22:37
K232286,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K232286.pdf,40431,txt/K232286.txt,2026-09-22T17:22:37
K233100,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K233100.pdf,66882,txt/K233100.txt,2026-09-22T17:22:41
K233100,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233100.pdf,53206,txt/K233100.txt,2026-09-22T17:22:41
K233410,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K233410.pdf,146823,txt/K233410.txt,2026-09-22T17:22:49
K233410,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233410.pdf,125937,txt/K233410.txt,2026-09-22T17:22:49
K233453,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K233453.pdf,56988,txt/K233453.txt,2026-09-22T17:22:53
K233453,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233453.pdf,58898,txt/K233453.txt,2026-09-22T17:22:53
DEN220023,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN220023.pdf,26855,txt/DEN220023.txt,2026-09-22T17:22:57
DEN220023,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220023.pdf,10517,txt/DEN220023.txt,2026-09-22T17:22:57
DEN220027,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN220027.pdf,47133,txt/DEN220027.txt,2026-09-22T17:23:00
DEN220027,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220027.pdf,11761,txt/DEN220027.txt,2026-09-22T17:23:00
K023582,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K023582.pdf,6996,txt/K023582.txt,2026-09-22T17:23:02
DEN220028,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN220028.pdf,60477,txt/DEN220028.txt,2026-09-22T17:23:04
DEN220028,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220028.pdf,22782,txt/DEN220028.txt,2026-09-22T17:23:04
DEN220039,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN220039.pdf,44203,txt/DEN220039.txt,2026-09-22T17:23:09
DEN220039,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220039.pdf,24224,txt/DEN220039.txt,2026-09-22T17:23:09
DEN220044,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220044.pdf,19939,txt/DEN220044.txt,2026-09-22T17:23:12
K023626,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K023626.pdf,29407,txt/K023626.txt,2026-09-22T17:23:14
DEN220058,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN220058.pdf,28244,txt/DEN220058.txt,2026-09-22T17:23:15
DEN220058,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220058.pdf,10345,txt/DEN220058.txt,2026-09-22T17:23:15
DEN220090,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN220090.pdf,52701,txt/DEN220090.txt,2026-09-22T17:23:19
DEN220090,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220090.pdf,13116,txt/DEN220090.txt,2026-09-22T17:23:19
K220062,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220062.pdf,144737,txt/K220062.txt,2026-09-22T17:23:27
K220062,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220062.pdf,124619,txt/K220062.txt,2026-09-22T17:23:27
K220193,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220193.pdf,47705,txt/K220193.txt,2026-09-22T17:23:31
K220193,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220193.pdf,27017,txt/K220193.txt,2026-09-22T17:23:31
K220407,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220407.pdf,25082,txt/K220407.txt,2026-09-22T17:23:34
K220407,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220407.pdf,24091,txt/K220407.txt,2026-09-22T17:23:34
K220870,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220870.pdf,27480,txt/K220870.txt,2026-09-22T17:23:38
K220870,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220870.pdf,20804,txt/K220870.txt,2026-09-22T17:23:38
K223783,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K223783.pdf,38534,txt/K223783.txt,2026-09-22T17:24:08
K223783,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223783.pdf,44,txt/K223783.txt,2026-09-22T17:24:08
K093815,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093815.pdf,35083,txt/K093815.txt,2026-09-22T17:24:11
K223591,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K223591.pdf,83863,txt/K223591.txt,2026-09-22T17:24:13
K223591,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223591.pdf,44,txt/K223591.txt,2026-09-22T17:24:13
K093807,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093807.pdf,7562,txt/K093807.txt,2026-09-22T17:24:13
K093784,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093784.pdf,34767,txt/K093784.txt,2026-09-22T17:24:16
K222638,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K222638.pdf,53496,txt/K222638.txt,2026-09-22T17:24:16
K222638,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222638.pdf,44,txt/K222638.txt,2026-09-22T17:24:16
K093764,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093764.pdf,3471,txt/K093764.txt,2026-09-22T17:24:18
K221925,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K221925.pdf,56550,txt/K221925.txt,2026-09-22T17:24:20
K221925,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221925.pdf,44,txt/K221925.txt,2026-09-22T17:24:20
K093758,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093758.pdf,23445,txt/K093758.txt,2026-09-22T17:24:21
K093741,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093741.pdf,10313,txt/K093741.txt,2026-09-22T17:24:23
K213954,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K213954.pdf,137650,txt/K213954.txt,2026-09-22T17:24:25
K213954,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213954.pdf,44,txt/K213954.txt,2026-09-22T17:24:25
K093712,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093712.pdf,3544,txt/K093712.txt,2026-09-22T17:24:26
DEN150009,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN150009.pdf,42787,txt/DEN150009.txt,2026-09-22T17:24:27
DEN170019,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN170019.pdf,18718,txt/DEN170019.txt,2026-09-22T17:24:27
K032646,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K032646.pdf,9173,txt/K032646.txt,2026-09-22T17:24:27
K033908,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K033908.pdf,3918,txt/K033908.txt,2026-09-22T17:24:27
K040882,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K040882.pdf,9580,txt/K040882.txt,2026-09-22T17:24:27
K041658,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K041658.pdf,30195,txt/K041658.txt,2026-09-22T17:24:27
K041799,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K041799.pdf,9562,txt/K041799.txt,2026-09-22T17:24:27
K042485,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K042485.pdf,9223,txt/K042485.txt,2026-09-22T17:24:27
K043341,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K043341.pdf,31049,txt/K043341.txt,2026-09-22T17:24:27
K050007,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K050007.pdf,13954,txt/K050007.txt,2026-09-22T17:24:27
K053597,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K053597.pdf,20668,txt/K053597.txt,2026-09-22T17:24:27
K061165,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K061165.pdf,13385,txt/K061165.txt,2026-09-22T17:24:27
K061247,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K061247.pdf,26402,txt/K061247.txt,2026-09-22T17:24:27
K062183,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K062183.pdf,10557,txt/K062183.txt,2026-09-22T17:24:27
K063243,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K063243.pdf,15968,txt/K063243.txt,2026-09-22T17:24:27
K070310,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K070310.pdf,21773,txt/K070310.txt,2026-09-22T17:24:27
K070626,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K070626.pdf,13753,txt/K070626.txt,2026-09-22T17:24:27
K070789,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K070789.pdf,11055,txt/K070789.txt,2026-09-22T17:24:27
K071132,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K071132.pdf,12540,txt/K071132.txt,2026-09-22T17:24:27
K071597,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K071597.pdf,20654,txt/K071597.txt,2026-09-22T17:24:27
K071603,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K071603.pdf,21686,txt/K071603.txt,2026-09-22T17:24:27
K072149,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K072149.pdf,17453,txt/K072149.txt,2026-09-22T17:24:27
K072393,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K072393.pdf,18958,txt/K072393.txt,2026-09-22T17:24:27
K072437,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K072437.pdf,20430,txt/K072437.txt,2026-09-22T17:24:27
K072939,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K072939.pdf,42718,txt/K072939.txt,2026-09-22T17:24:27
K073091,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K073091.pdf,19507,txt/K073091.txt,2026-09-22T17:24:27
K081338,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K081338.pdf,11098,txt/K081338.txt,2026-09-22T17:24:27
K081543,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K081543.pdf,3968,txt/K081543.txt,2026-09-22T17:24:27
K081687,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K081687.pdf,16147,txt/K081687.txt,2026-09-22T17:24:27
K081732,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K081732.pdf,14370,txt/K081732.txt,2026-09-22T17:24:27
K083173,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K083173.pdf,3726,txt/K083173.txt,2026-09-22T17:24:27
K083188,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K083188.pdf,8409,txt/K083188.txt,2026-09-22T17:24:27
K083381,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K083381.pdf,9447,txt/K083381.txt,2026-09-22T17:24:27
K083868,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K083868.pdf,22307,txt/K083868.txt,2026-09-22T17:24:27
K090236,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K090236.pdf,6352,txt/K090236.txt,2026-09-22T17:24:27
K090264,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K090264.pdf,22193,txt/K090264.txt,2026-09-22T17:24:27
K093626,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093626.pdf,7095,txt/K093626.txt,2026-09-22T17:24:27
K093954,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093954.pdf,25622,txt/K093954.txt,2026-09-22T17:24:27
K093957,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093957.pdf,96483,txt/K093957.txt,2026-09-22T17:24:27
K100375,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K100375.pdf,32383,txt/K100375.txt,2026-09-22T17:24:27
K100375,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf10/K100375.pdf,13090,txt/K100375.txt,2026-09-22T17:24:27
K100538,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K100538.pdf,14114,txt/K100538.txt,2026-09-22T17:24:27
K100538,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf10/K100538.pdf,12343,txt/K100538.txt,2026-09-22T17:24:27
K101319,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K101319.pdf,14025,txt/K101319.txt,2026-09-22T17:24:27
K101319,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf10/K101319.pdf,4680,txt/K101319.txt,2026-09-22T17:24:27
K103358,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K103358.pdf,47972,txt/K103358.txt,2026-09-22T17:24:27
K103358,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf10/K103358.pdf,19277,txt/K103358.txt,2026-09-22T17:24:27
K103603,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K103603.pdf,23981,txt/K103603.txt,2026-09-22T17:24:27
K103603,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf10/K103603.pdf,4929,txt/K103603.txt,2026-09-22T17:24:27
K110296,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K110296.pdf,20231,txt/K110296.txt,2026-09-22T17:24:27
K110296,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K110296.pdf,9989,txt/K110296.txt,2026-09-22T17:24:27
K110303,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K110303.pdf,11489,txt/K110303.txt,2026-09-22T17:24:27
K110303,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K110303.pdf,13266,txt/K110303.txt,2026-09-22T17:24:27
K110313,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K110313.pdf,9677,txt/K110313.txt,2026-09-22T17:24:27
K110313,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K110313.pdf,11383,txt/K110313.txt,2026-09-22T17:24:27
K110736,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K110736.pdf,13137,txt/K110736.txt,2026-09-22T17:24:27
K112120,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K112120.pdf,16227,txt/K112120.txt,2026-09-22T17:24:27
K112120,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K112120.pdf,16412,txt/K112120.txt,2026-09-22T17:24:27
K112343,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K112343.pdf,20833,txt/K112343.txt,2026-09-22T17:24:27
K112343,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K112343.pdf,18460,txt/K112343.txt,2026-09-22T17:24:27
K112624,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K112624.pdf,54175,txt/K112624.txt,2026-09-22T17:24:27
K112624,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K112624.pdf,23282,txt/K112624.txt,2026-09-22T17:24:27
K112818,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K112818.pdf,17751,txt/K112818.txt,2026-09-22T17:24:27
K112818,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K112818.pdf,13268,txt/K112818.txt,2026-09-22T17:24:27
K112996,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K112996.pdf,14790,txt/K112996.txt,2026-09-22T17:24:27
K112996,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf11/K112996.pdf,19499,txt/K112996.txt,2026-09-22T17:24:27
K113610,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K113610.pdf,3281,txt/K113610.txt,2026-09-22T17:24:27
