ligand_id,smiles,boltz_iptm,boltz_binding_confidence,boltz_structure_confidence,boltz_optimization_score,boltz_ptm,boltz_complex_plddt,boltz_complex_iplddt,adme_solubility,adme_permeability,adme_lipophilicity
L0049,N#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1,0.8333944082260132,0.20238587260246277,0.8398736119270325,0.05080114305019379,0.8257784247398376,0.8414934277534485,0.7870184183120728,medium-confidence,1.215505838394165,2.1434082984924316
L0023,CC[C@H](Nc1nc(NCc2cc(C)nc(C)c2)c2ncn(C(C)C)c2n1)[C@@H](C)O,0.9110347628593445,0.8870859742164612,0.8622604608535767,0.42898038029670715,0.8612200021743774,0.8500669002532959,0.8635720610618591,high-confidence,0.5972936153411865,2.041836738586426
L0018,Cc1ccc(Nc2nccc(-c3c(C)[nH]c(C#N)c3C)n2)cc1O,0.9042547345161438,0.7478351593017578,0.861730694770813,0.3725302815437317,0.8414660096168518,0.8510996103286743,0.8576071262359619,medium-confidence,0.8597791194915771,3.3461146354675293
L0088,Nc1nccc(-c2c[nH]c3ncc(-c4ccc(F)cc4)cc23)n1,0.9081684947013855,0.7085277438163757,0.862291157245636,0.4453301429748535,0.8326568007469177,0.850821852684021,0.8754839301109314,medium-confidence,1.10958993434906,3.118411064147949
L0090,CS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,0.8897518515586853,0.7678568363189697,0.8607606291770935,0.3772953748703003,0.8360490798950195,0.8535128235816956,0.8644648790359497,high-confidence,-0.15881529450416565,0.14635016024112701
L0086,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,0.8847026824951172,0.6673387885093689,0.8558197021484375,0.356176495552063,0.8209172487258911,0.8485989570617676,0.860867977142334,medium-confidence,1.204027771949768,3.3894453048706055
L0046,Nc1nccc(-n2ccc3ccc(O)cc32)n1,0.8500995635986328,0.2885448634624481,0.8529979586601257,0.10673167556524277,0.8285084366798401,0.8537226319313049,0.8386629223823547,high-confidence,0.9575300216674805,1.5912964344024658
L0024,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)CC1,0.9058449268341064,0.8682282567024231,0.8574444055557251,0.4260666072368622,0.8476688861846924,0.8453441858291626,0.857069194316864,medium-confidence,0.5444262623786926,2.5552940368652344
L0037,N[C@H](COc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)c1ccccc1,0.8575210571289062,0.5042434930801392,0.8406986594200134,0.3584009110927582,0.8191373944282532,0.8364930748939514,0.8346738219261169,medium-confidence,0.014470281079411507,2.142129421234131
L0097,Nc1nccc(-n2cc(-c3ccc(Cl)cc3)c3cnccc32)n1,0.8309932351112366,0.49745410680770874,0.8328736424446106,0.4414355158805847,0.8222759962081909,0.8333436846733093,0.8128809332847595,high-risk,0.9783967733383179,3.1476972103118896
L0087,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccncc1,0.8497015833854675,0.3325996398925781,0.8372150659561157,0.4243679642677307,0.8140104413032532,0.834093451499939,0.8463848233222961,medium-confidence,1.2721993923187256,1.4017586708068848
L0004,NS(=O)(=O)c1ccc(Nc2cc(-c3ccc(F)cc3)[nH]n2)cc1,0.9008457064628601,0.8468988537788391,0.8682985305786133,0.49978721141815186,0.8317090272903442,0.8601617217063904,0.8869199752807617,medium-confidence,0.9756090044975281,2.4015533924102783
L0095,Nc1cc(-c2c[nH]c3ccccc23)nn1-c1nc(Nc2ccc(Cl)cc2)nc(N2CCOCC2)n1,0.5289165377616882,0.09703792631626129,0.6909530758857727,0.1739969700574875,0.7590672969818115,0.7314621806144714,0.5597880482673645,high-risk,0.1095171794295311,4.05431604385376
L0026,O=C(NCC1CCOCC1)c1cc(C(F)(F)F)c(N2CCOCC2)nn1,0.710625410079956,0.05075347051024437,0.8172411322593689,0.04020701348781586,0.8112468123435974,0.8438950181007385,0.7973478436470032,high-confidence,1.4997437000274658,2.427565336227417
L0010,Cc1[nH]c(C#N)c(C)c1-c1ccnc(Nc2cccc(O)c2)n1,0.9024571776390076,0.8110297918319702,0.8581082224845886,0.41381773352622986,0.8363835215568542,0.8470209836959839,0.8578658699989319,medium-confidence,0.8677773475646973,3.2979116439819336
L0099,Nc1nccc(-n2cc(-c3ccccc3)c3cnccc32)n1,0.8689447641372681,0.587239682674408,0.862140953540802,0.34845149517059326,0.8401879072189331,0.8604400157928467,0.8678311705589294,medium-confidence,1.1366548538208008,2.657777786254883
L0089,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,0.8872286677360535,0.8150947690010071,0.8635255098342896,0.49271440505981445,0.8375936150550842,0.8575997352600098,0.8713449239730835,high-confidence,0.15789301693439484,0.6729562282562256
L0067,Cc1ccc(F)c(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)c1,0.8747445344924927,0.46426093578338623,0.8494558334350586,0.2284700572490692,0.828148603439331,0.8431336879730225,0.8499679565429688,medium-confidence,1.405327558517456,3.4678187370300293
L0074,CCOc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,0.8512772917747498,0.4214329123497009,0.8271923065185547,0.36012405157089233,0.8149052858352661,0.8211711049079895,0.8296118974685669,high-risk,0.8226980566978455,3.0999419689178467
L0068,COc1cc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc(OC)c1OC,0.8592082858085632,0.5571880340576172,0.8462422490119934,0.26727691292762756,0.8118771314620972,0.8430007696151733,0.8445699214935303,high-risk,0.7110587954521179,3.647695541381836
L0094,N=c1[nH]c(=O)[nH]c2c1cnn2-c1ccc(S(N)(=O)=O)cc1,0.8612651824951172,0.4358062446117401,0.8656910061836243,0.11875279247760773,0.8216790556907654,0.8667974472045898,0.8726119995117188,high-confidence,-0.09880797564983368,0.23883645236492157
L0073,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=N)=O)cc(C(F)(F)F)c2)ncc1F,0.858116090297699,0.5258158445358276,0.8264972567558289,0.3897733986377716,0.8239078521728516,0.8185926079750061,0.8330110907554626,high-risk,0.6682308912277222,3.400516986846924
L0007,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,0.8666498064994812,0.45128005743026733,0.8268107771873474,0.09764068573713303,0.814145565032959,0.816851019859314,0.8261109590530396,high-risk,1.2638758420944214,3.6419436931610107
L0077,COc1cc(F)ccc1-c1nc(Nc2cc(F)c(F)c(CS(C)(=N)=O)c2)ncc1F,0.8653984069824219,0.5400654673576355,0.8397237658500671,0.3621581196784973,0.8273462057113647,0.8333051800727844,0.8406761288642883,medium-confidence,0.7942937612533569,2.799058437347412
L0021,Cc1[nH]c(Cl)c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1,0.884415328502655,0.6489559412002563,0.8563492894172668,0.3409714102745056,0.8331931829452515,0.8493328094482422,0.8606547713279724,high-risk,1.0796841382980347,4.022453308105469
L0065,CNC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,0.8404796123504639,0.7119140028953552,0.8405331969261169,0.339140921831131,0.8225058913230896,0.8405465483665466,0.8426294922828674,high-risk,0.6977068781852722,2.9562089443206787
L0091,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,0.886958122253418,0.8132668733596802,0.8483878970146179,0.411711186170578,0.8417387008666992,0.8387452960014343,0.8542249798774719,high-confidence,-0.25418621301651,0.15790878236293793
L0063,COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=N)=O)c2)ncc1F,0.8526268601417542,0.5871034860610962,0.8387184143066406,0.37365975975990295,0.8107094168663025,0.8352412581443787,0.8459904789924622,high-risk,0.8252257704734802,3.1148295402526855
L0093,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](O)CC3)nc3ncnn23)cc1,0.9021127223968506,0.8804900646209717,0.8606163263320923,0.37296292185783386,0.8542395830154419,0.8502421975135803,0.864372193813324,high-confidence,0.2075294554233551,1.9611645936965942
L0042,CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,0.6974368095397949,0.07513473927974701,0.7850427031517029,0.13529284298419952,0.7888630628585815,0.8069441914558411,0.7275300621986389,high-risk,1.1203689575195312,3.214111804962158
L0096,Nc1cc(-c2c[nH]c3ccccc23)nn1-c1nc(Nc2ccc(Br)cc2)nc(N2CCOCC2)n1,0.5614985227584839,0.10897043347358704,0.7266761660575867,0.20680712163448334,0.7706779837608337,0.7679705619812012,0.6738049983978271,high-risk,0.17457202076911926,4.080648899078369
L0078,CCS(=N)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,0.845964252948761,0.5276166200637817,0.8350826501846313,0.35684600472450256,0.8226116895675659,0.832362174987793,0.8268394470214844,high-risk,0.8544657230377197,3.201537847518921
L0017,Cc1[nH]c(C#N)c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1,0.9005318880081177,0.7067824602127075,0.8716281056404114,0.3733602464199066,0.8494063019752502,0.864402174949646,0.8733404874801636,high-risk,1.1245486736297607,3.7659645080566406
L0020,Cc1[nH]c(Br)c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1,0.8982867002487183,0.7795708179473877,0.8580824732780457,0.4393741190433502,0.8328096866607666,0.8480314016342163,0.8706539273262024,high-risk,1.0256725549697876,4.447626113891602
L0044,CNc1nccc(-n2ccc3ccc(C#N)cc32)n1,0.884859025478363,0.23946499824523926,0.8811761140823364,0.18395353853702545,0.8470293283462524,0.8802553415298462,0.8915084004402161,medium-confidence,1.1970463991165161,2.545645236968994
L0038,CCN(CC)C1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C1,0.8725543022155762,0.7179125547409058,0.8326852917671204,0.3435470163822174,0.8391021490097046,0.8227180242538452,0.8322966694831848,high-confidence,0.173868790268898,1.1144498586654663
L0060,Nc1nc(O)c(Cc2nn3c(Cc4ccccc4)nnc3s2)s1,0.81462562084198,0.3100994825363159,0.837528645992279,0.2681029438972473,0.8272625207901001,0.8432543873786926,0.8186116814613342,high-confidence,0.8899178504943848,1.077156662940979
L0085,CCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,0.8155933022499084,0.5650392770767212,0.8085978627204895,0.28840866684913635,0.8151314854621887,0.8068490028381348,0.7996674180030823,high-risk,0.5576298832893372,3.466480255126953
L0032,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCC3=O)cc12,0.9058722853660583,0.8425668478012085,0.8624991774559021,0.4019838273525238,0.8409851789474487,0.8516558408737183,0.8595854640007019,medium-confidence,1.1437822580337524,3.08868670463562
L0003,NS(=O)(=O)c1ccc(Nc2cc(-c3ccc(Br)cc3)[nH]n2)cc1,0.8905670642852783,0.7532553672790527,0.8540493249893188,0.4474664628505707,0.814612627029419,0.8449198603630066,0.8689725995063782,high-risk,0.8703287839889526,3.1584513187408447
L0051,Nc1nccc(-n2ccc3ccccc32)n1,0.8859498500823975,0.34193727374076843,0.8540571331977844,0.057130441069602966,0.8482171893119812,0.8460838794708252,0.8405902981758118,high-confidence,1.4589717388153076,2.2258145809173584
L0075,CCS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,0.8617278337478638,0.6437543630599976,0.8469220399856567,0.3603038191795349,0.826304018497467,0.8432205319404602,0.8578251600265503,medium-confidence,0.9293189644813538,3.141294479370117
L0079,COc1cc(CS(C)(=N)=O)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,0.8687846660614014,0.5747665762901306,0.8402988314628601,0.3654177784919739,0.8251515626907349,0.8331774473190308,0.8435757160186768,medium-confidence,0.8104323148727417,2.5042409896850586
L0041,N[C@H]1CCN(c2c3c(nc4ccc(-c5ccnc(NC(=O)C6CC6)n5)cc24)CCCCC3)C1,0.9033331871032715,0.46445971727371216,0.8486236929893494,0.4195970296859741,0.8288091421127319,0.8349462151527405,0.8488224744796753,high-confidence,-0.12803421914577484,1.713597059249878
L0070,CCOC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,0.8288189172744751,0.6285796165466309,0.8178458213806152,0.3184361159801483,0.818938672542572,0.8151025176048279,0.8077306151390076,high-risk,0.6253826022148132,3.424652338027954
L0040,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CCOCC4)nn3)nc12,0.891294002532959,0.6343156695365906,0.8450683951377869,0.484646737575531,0.8334047794342041,0.8335118889808655,0.8475332260131836,medium-confidence,1.0658386945724487,2.8113250732421875
L0055,CCSc1nn2c(C)nnc2s1,0.8425689935684204,0.15019474923610687,0.8640662431716919,0.0,0.8658691644668579,0.869440495967865,0.8676055669784546,high-confidence,1.5823653936386108,2.004024028778076
L0052,Nc1nccc(-n2ccc3ccc(F)cc32)n1,0.8724050521850586,0.22213996946811676,0.859422504901886,0.09856156259775162,0.856762170791626,0.8561767935752869,0.8445922136306763,medium-confidence,1.4297423362731934,2.4081079959869385
L0005,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(Br)c3)[nH]n2)cc1,0.9027047753334045,0.7819036245346069,0.8645049333572388,0.43747246265411377,0.8382557034492493,0.8549548983573914,0.8737561106681824,high-risk,0.8696349859237671,3.123751163482666
L0083,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,0.8506821990013123,0.6241441369056702,0.8302187323570251,0.3847578465938568,0.8144177794456482,0.8251028060913086,0.8313606381416321,medium-confidence,0.8646668195724487,2.6926779747009277
L0022,CC[C@H](Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,0.908057451248169,0.9071140885353088,0.8630580306053162,0.4339922070503235,0.849337100982666,0.8518081307411194,0.8713083267211914,high-confidence,0.9317519068717957,2.462576389312744
L0092,NS(=O)(=O)c1ccc(Nc2cc(NC3CCCCC3)nc3ncnn23)cc1,0.8936883211135864,0.853865385055542,0.8594548106193542,0.4165610671043396,0.8425204753875732,0.850896418094635,0.867323637008667,medium-confidence,0.7390293478965759,2.44234561920166
L0050,Nc1nccc(-n2ccc3ccc(C(F)(F)F)cc32)n1,0.877778947353363,0.17813603579998016,0.8731422424316406,0.09201612323522568,0.85000079870224,0.8719830513000488,0.8735802173614502,medium-confidence,1.4010896682739258,3.0032315254211426
L0098,Nc1nccc(-n2cc(-c3ccccc3Cl)c3cnccc32)n1,0.7761234641075134,0.5383951663970947,0.8120695948600769,0.4139919877052307,0.8094707727432251,0.8210561275482178,0.8013387322425842,high-risk,1.0287507772445679,3.4490580558776855
L0035,COc1ccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1OC,0.8929452300071716,0.742273211479187,0.8545019030570984,0.45361533761024475,0.8423330783843994,0.8448911309242249,0.8480318784713745,high-risk,1.1269474029541016,4.37283182144165
