name,smiles,drug_class,formula,smiles_std,MW,cLogP,TPSA,HBD,HBA,RotB,AromaticRings,Rings,FractionCSP3,HeavyAtoms,MolarRefractivity,QED,Lipinski_violations,Lipinski_pass,Veber_pass,Ghose_pass,Egan_pass,alert_PAINS_A,alert_PAINS_B,alert_PAINS_C,alert_BRENK,alert_NIH,alert_total,PAINS_total,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,PAINS_alert_drugbank_approved_percentile,BRENK_alert_drugbank_approved_percentile,NIH_alert_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,SSRI antidepressant,C17H18F3NO,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33099999999996,4.435000000000003,21.259999999999998,1,2,6,2,2,0.29411764705882354,22,79.79870000000004,0.8517964099245682,0,True,True,True,True,0,0,0,0,0,0,0,0.051520564,0.9759757,0.8833233,0.52993935,0.46476167,0.225226,0.088264,0.6025396,0.66399956,0.6599916,0.14782333,0.1055819,0.14305905,0.21753454,0.99999154,0.0008538339,0.012587488,0.025184369,0.033456124,0.006508357,0.06059091,0.0027984628,0.96781003,0.5293163,0.05114668,0.0007322277,0.009032229,0.08287019,0.003929727,0.5344945,0.89215624,-4.6587663,34.995247,-3.295224,31.94765,-7.7077665,2.4529052,1.998822,84.90421,-2.9454894,9.012733,43.30404217926187,83.09314586994728,17.10017574692443,36.59050966608085,63.44463971880493,95.3602811950791,55.32513181019333,10.61511423550088,47.59226713532514,25.869947275922673,37.188049209138846,13.532513181019333,87.83831282952549,72.86467486818981,81.6871704745167,83.76098418277681,75.00878734622145,64.18277680140598,91.59929701230229,89.24428822495607,75.43057996485062,63.55008787346222,32.12653778558875,60.878734622144115,36.30931458699473,91.07205623901582,4.358523725834798,25.20210896309315,52.61862917398946,57.29349736379614,24.007029876977153,31.318101933216173,35.04393673110721,86.0456942003515,78.91036906854131,27.838312829525485,11.915641476274166,39.08611599297013,61.82776801405976,17.152899824253076,51.77504393673111,85.97539543057998,69.8066783831283,53.00527240773287,20.84358523725835,69.87697715289983,85.41300527240774,51.03690685413006,62.49560632688929,61.230228471001766,53.81370826010545,87.76801405975397
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,SSRI antidepressant,C17H17Cl2N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.236,5.179600000000004,12.03,1,1,2,2,3,0.29411764705882354,20,85.78170000000004,0.8058613927728192,1,True,True,True,True,0,0,0,0,0,0,0,0.40028518,0.97393256,0.8629767,0.8511101,0.6604423,0.27748498,0.1584765,0.6082708,0.8368071,0.7052845,0.4304337,0.11543248,0.30714417,0.40922314,0.9999428,0.007381943,0.023256829,0.25436324,0.12057011,0.016160814,0.0906679,0.011647813,0.93685704,0.7124888,0.17929317,0.008992782,0.040074136,0.24213806,0.051550347,0.63617176,0.92664605,-4.506359,25.213352,-1.3640606,72.202576,-9.265568,3.266356,3.0876613,92.75796,-4.5499487,14.146609,42.46045694200352,89.98242530755712,6.854130052724078,36.59050966608085,20.0,90.22847100175748,69.84182776801407,6.39718804920914,47.59226713532514,25.869947275922673,37.188049209138846,70.40421792618629,86.81898066783832,66.6432337434095,92.82952548330405,90.57996485061513,84.11247803163445,72.26713532513182,91.84534270650265,94.62214411247804,81.33567662565906,79.82425307557118,35.07908611599297,79.92970123022847,50.19332161687171,78.6291739894552,38.91036906854131,46.5377855887522,85.02636203866433,78.27768014059755,48.7170474516696,51.35325131810194,60.38664323374341,74.23550087873463,85.94024604569421,58.875219683655544,48.7170474516696,67.80316344463972,76.27416520210897,60.94903339191565,65.76449912126539,89.27943760984184,81.47627416520211,43.72583479789104,23.057996485061512,90.08787346221442,75.32513181019333,89.45518453427066,81.12478031634447,74.09490333919157,21.79261862917399,95.43057996485062
Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Typical antipsychotic,C21H23ClFNO2,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87100000000015,4.425600000000004,40.540000000000006,1,3,6,2,3,0.38095238095238093,26,100.98730000000005,0.759345285057915,0,True,True,True,True,0,0,0,0,0,0,0,0.11288265,0.98131883,0.7742399,0.19970563,0.13519177,0.21719119,0.02927509,0.6643129,0.87793314,0.6511212,0.069533974,0.107308224,0.49704117,0.14748093,0.9996888,0.005577135,0.02074935,0.027835643,0.034130298,0.01637214,0.09790115,0.009136908,0.9031559,0.7629367,0.13964653,0.0016539337,0.016289206,0.14158364,0.019774267,0.640571,0.94635046,-4.608986,33.376053,11.807787,58.14988,-11.270051,3.1360936,2.7435982,86.16716,-3.8010917,13.053484,59.75395430579965,82.91739894551846,32.653778558875224,36.59050966608085,63.44463971880493,83.47978910369069,22.601054481546576,23.620386643233747,47.59226713532514,25.869947275922673,37.188049209138846,30.404217926186295,90.7908611599297,45.659050966608085,65.72934973637962,57.36379613356767,73.77855887521969,47.416520210896316,94.58699472759227,95.92267135325133,73.98945518453428,53.46221441124781,32.653778558875224,92.23198594024605,27.17047451669596,66.25659050966608,30.36906854130053,41.86291739894552,54.34094903339192,57.57469244288225,49.068541300527244,55.53602811950791,56.52021089630932,66.01054481546574,87.76801405975397,52.4780316344464,21.54657293497364,50.896309314587,68.89279437609842,41.89806678383129,66.29173989455185,92.091388400703,73.32161687170475,51.70474516695958,35.67662565905097,84.88576449912128,60.80843585237259,86.78383128295256,75.21968365553603,63.09314586994728,36.16871704745167,93.95430579964851
Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Atypical antipsychotic,C23H27FN4O2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,410.4930000000003,3.5904200000000026,64.16,0,5,4,3,5,0.5217391304347826,30,112.25800000000005,0.6577452185749303,0,True,True,True,True,0,0,0,0,0,0,0,0.38660428,0.9871268,0.87818575,0.12842663,0.079312645,0.14701375,0.02350675,0.6049696,0.53266484,0.75627875,0.2048922,0.09347464,0.69026875,0.36569768,0.9999237,0.011577354,0.03572391,0.05308929,0.00937357,0.004973517,0.054552387,0.0018502425,0.9665492,0.49789733,0.093185544,0.0066069984,0.006063257,0.012473757,0.018336037,0.49151605,0.9284811,-4.7596836,4.017826,5.5678687,36.755768,-12.679594,3.7517037,2.3905168,78.76888,-3.8139195,7.269712,67.83831282952549,70.896309314587,61.880492091388405,11.63444639718805,63.44463971880493,68.2249560632689,22.601054481546576,42.39015817223199,47.59226713532514,25.869947275922673,37.188049209138846,68.99824253075572,94.13005272407733,70.82601054481547,59.367311072056246,47.94376098418278,55.11423550087874,43.8664323374341,91.77504393673111,86.22144112478033,88.04920913884008,68.29525483304043,28.119507908611602,97.92618629173991,47.76801405975396,76.41476274165203,51.17750439367312,64.49912126537787,63.33919156414763,39.015817223198596,18.383128295254835,25.483304042179263,26.60808435852373,85.37785588752197,77.75043936731107,42.108963093145874,43.09314586994728,31.247803163444644,37.68014059753955,40.03514938488577,45.27240773286468,89.38488576449913,62.35500878734623,18.594024604569423,29.490333919156416,73.77855887521969,49.912126537785596,97.04745166959579,68.7170474516696,54.76274165202109,35.887521968365554,82.8822495606327
Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,Class III antiarrhythmic,C25H29I2NO3,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,645.3190000000002,6.936200000000007,42.68,0,4,11,3,3,0.4,31,143.41749999999985,0.1676472462674973,2,False,False,False,False,0,0,0,1,0,1,0,0.39203244,0.9540038,0.6674105,0.72873753,0.47259942,0.27933323,0.22681344,0.49183512,0.7975024,0.7823552,0.24585131,0.30381733,0.45698032,0.5924032,0.99927866,0.04862534,0.018570166,0.25102943,0.16966335,0.034977056,0.12371222,0.07883892,0.8735115,0.89688474,0.37353808,0.03267895,0.17853817,0.26590705,0.22303823,0.73675984,0.95172435,-4.9473457,5.9765673,56.35808,374.43008,-9.421465,4.174235,3.5605648,91.314354,-5.588783,43.285877,91.81019332161688,97.08260105448156,48.55887521968366,11.63444639718805,8.927943760984183,9.068541300527242,22.601054481546576,24.99121265377856,47.59226713532514,66.52021089630932,37.188049209138846,69.49033391915643,79.33216168717048,28.857644991212656,88.33040421792619,84.04217926186293,84.42882249560634,77.3286467486819,86.57293497363797,93.70826010544816,90.7908611599297,70.896309314587,77.60984182776802,90.26362038664324,60.17574692442883,58.840070298769774,83.33919156414764,37.50439367311073,84.81546572934974,83.62038664323376,67.17047451669596,67.38137082601055,85.30755711775045,60.66783831282953,93.53251318101934,76.37961335676626,71.14235500878735,91.07205623901582,77.50439367311073,86.1511423550088,77.3286467486819,92.86467486818981,49.2091388400703,20.984182776801408,72.9701230228471,99.82425307557119,74.09490333919157,99.05096660808437,89.52548330404218,71.73989455184535,7.4165202108963095,99.82425307557119
Terfenadine,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Antihistamine (withdrawn),C32H41NO2,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.6850000000001,6.445800000000008,43.7,2,3,8,3,4,0.4375,35,144.38259999999983,0.39694894051294805,1,True,True,False,False,0,0,0,0,0,0,0,0.007381088,0.8721954,0.59834135,0.0037295322,0.06438266,0.15049681,0.033736628,0.45262837,0.7441065,0.68159086,0.050909996,0.10657648,0.17896608,0.06217904,0.9995742,0.00048350095,0.0029100585,0.0014711153,0.04745871,0.031728737,0.09391214,0.010716012,0.8244246,0.9545387,0.2220041,0.00011548244,0.030044261,0.5162832,0.0060929954,0.5736402,0.9696952,-5.2154756,60.361,73.49005,34.591473,-12.5986805,3.0415428,3.5387263,97.390366,-4.5342236,7.655923,78.91036906854131,95.81722319859404,32.653778558875224,61.37082601054482,20.0,32.68892794376099,55.32513181019333,26.045694200351495,47.59226713532514,25.869947275922673,37.188049209138846,2.0386643233743413,64.63971880492092,22.49560632688928,22.31985940246046,44.42882249560633,55.99297012302285,49.52548330404218,84.99121265377856,91.8804920913884,78.31282952548331,49.912126537785596,32.4780316344464,66.81898066783832,11.880492091388401,62.98769771528999,2.179261862917399,2.5659050966608086,12.126537785588754,62.56590509666081,65.16695957820738,53.602811950790866,59.12126537785589,54.34094903339192,96.73110720562391,64.3585237258348,2.5659050966608086,62.21441124780317,88.78734622144113,22.88224956063269,56.695957820738144,95.78207381370827,35.07908611599297,70.26362038664324,81.82776801405976,72.091388400703,50.54481546572936,83.47978910369069,89.20913884007031,83.69068541300528,22.073813708260108,84.3585237258348
Cisapride,COc1cc(C(=O)NC2CCN(CCCOc3ccc(F)cc3)CC2OC)c(N)cc1Cl,Prokinetic (withdrawn),C23H29ClFN3O4,COc1cc(C(=O)NC2CCN(CCCOc3ccc(F)cc3)CC2OC)c(N)cc1Cl,465.9530000000001,3.358100000000001,86.05,2,6,9,2,3,0.43478260869565216,32,122.03660000000002,0.4360349382366311,0,True,True,True,True,0,0,0,2,0,2,0,0.461235,0.9230541,0.8157247,0.20021744,0.62988555,0.20155439,0.25939244,0.45814338,0.6107665,0.82369125,0.8322975,0.10251472,0.63114554,0.660797,0.9998599,0.018610736,0.039297767,0.34112385,0.12577744,0.018013218,0.08416726,0.008573976,0.931077,0.92302024,0.2939202,0.033824645,0.037198074,0.23156977,0.078856975,0.31820226,0.97700244,-4.7551184,37.161427,23.742281,60.24709,-13.728788,2.711125,2.8991184,90.86698,-4.273313,15.114349,78.13708260105449,66.57293497363797,72.46045694200352,61.37082601054482,63.44463971880493,37.926186291739896,69.84182776801407,58.59402460456943,47.59226713532514,87.9261862917399,37.188049209138846,75.64147627416521,72.54833040421794,54.235500878734626,65.79964850615114,89.701230228471,70.15817223198594,79.19156414762742,85.20210896309315,88.08435852372584,95.28998242530757,92.37258347978911,30.966608084358526,96.62565905096662,63.40949033391916,71.95079086115993,64.14762741652022,68.6115992970123,88.6115992970123,79.08611599297014,51.70474516695958,47.521968365553604,55.71177504393673,72.79437609841828,94.86818980667839,69.98242530755712,71.45869947275924,66.25659050966608,75.57117750439367,68.68189806678383,23.58523725834798,96.80140597539544,62.56590509666081,54.79789103690686,47.978910369068544,85.97539543057998,43.198594024604574,66.50263620386644,77.89103690685414,71.10720562390159,26.85413005272408,96.30931458699473
Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Calcium-channel blocker,C27H38N2O4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.6110000000002,5.093080000000005,63.95,0,6,13,2,2,0.5185185185185185,33,131.65600000000003,0.41990487617646394,1,True,False,False,True,0,0,0,0,0,0,0,0.12139414,0.8798807,0.7398652,0.018956501,0.24785754,0.10932859,0.10319302,0.44825894,0.29097348,0.86782914,0.91236275,0.041253112,0.35185242,0.343644,0.99995744,0.004241413,0.021064242,0.049197007,0.065951884,0.00986211,0.019867538,0.002528172,0.9574663,0.86916095,0.20019284,0.00409199,0.043730665,0.08528848,0.018534353,0.39496553,0.96880263,-4.7164817,93.90753,110.65279,27.659557,-10.278146,3.3499389,2.9059033,83.55342,-4.665694,4.232389,76.59050966608085,89.34973637961336,72.46045694200352,11.63444639718805,20.0,35.606326889279444,55.32513181019333,42.21441124780317,47.59226713532514,25.869947275922673,37.188049209138846,32.30228471001758,65.86994727592268,39.26186291739895,36.44991212653779,69.77152899824253,40.31634446397189,66.18629173989456,84.74516695957821,76.80140597539544,98.38312829525483,95.18453427065027,14.516695957820739,83.2688927943761,46.39718804920914,81.26537785588754,24.3585237258348,42.70650263620387,62.425307557117755,68.64674868189807,35.18453427065027,1.5465729349736381,33.04042179261863,81.8980667838313,92.26713532513182,61.652021089630935,35.39543057996485,69.56063268892795,62.24956063268893,40.21089630931459,32.970123022847105,95.64147627416521,65.4481546572935,85.76449912126539,92.091388400703,66.60808435852373,68.33040421792619,91.70474516695958,78.10193321616872,59.789103690685415,19.543057996485064,70.47451669595783
Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,Beta-blocker,C16H21NO2,CC(C)NCC(O)COc1cccc2ccccc12,259.34900000000005,2.5775000000000006,41.489999999999995,2,3,6,2,2,0.375,19,78.58850000000005,0.8375057924076362,0,True,True,False,True,0,0,0,0,0,0,0,0.17633633,0.95031434,0.92309487,0.74750596,0.10373958,0.18497336,0.013932116,0.7329272,0.6560152,0.3751331,0.037484877,0.27291507,0.17711787,0.19482635,0.9992012,0.004869476,0.029159313,0.13174453,0.008054075,0.0060376553,0.07999105,0.001273974,0.91219825,0.09155009,0.033142753,0.0020492948,0.0036127619,0.012687236,0.0039321445,0.6331644,0.78288776,-4.6590824,30.387457,-10.358141,16.657501,-10.54454,2.502889,0.82417095,66.00084,-2.4514754,4.4730215,29.701230228471005,53.88400702987698,32.653778558875224,61.37082601054482,63.44463971880493,93.67311072056239,55.32513181019333,24.007029876977153,47.59226713532514,25.869947275922673,37.188049209138846,42.284710017574696,78.31282952548331,87.27592267135326,89.06854130052724,52.513181019332166,66.57293497363797,36.44991212653779,97.18804920913885,88.85764499121267,43.7609841827768,46.643233743409496,72.9701230228471,66.5377855887522,33.427065026362044,58.101933216168725,27.17047451669596,55.21968365553603,75.46572934973639,36.76625659050967,22.42530755711775,45.27240773286468,22.073813708260108,67.90861159929702,51.880492091388405,18.312829525483306,24.28822495606327,21.968365553602816,37.961335676625666,17.188049209138843,65.13181019332163,77.71528998242532,69.73637961335677,49.03339191564148,14.516695957820739,52.37258347978911,66.4323374340949,54.059753954305805,43.198594024604574,41.89806678383129,62.49560632688929,71.77504393673111
Ketoconazole,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Azole antifungal,C26H28Cl2N4O4,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.4399999999999,4.205800000000003,69.06,0,6,7,3,5,0.38461538461538464,36,137.5959999999999,0.45541449702144693,1,True,True,False,True,1,0,0,0,0,1,1,0.50412136,0.5942894,0.71966654,0.051672935,0.9432987,0.11933589,0.86687005,0.09130889,0.4305955,0.83738583,0.99225235,0.12855671,0.29545018,0.91323775,0.99990004,0.009056034,0.015575275,0.28790942,0.6811404,0.022078138,0.053830724,0.046533015,0.8459098,0.97688854,0.79957396,0.07977782,0.22986905,0.49075365,0.14790338,0.14839372,0.96652377,-4.9691553,64.88105,63.35741,49.58311,-14.515486,2.7973027,3.5024905,95.55993,-4.3222876,11.555471,85.2548330404218,79.98242530755712,72.46045694200352,11.63444639718805,20.0,40.84358523725835,69.84182776801407,45.782073813708266,97.39894551845343,25.869947275922673,37.188049209138846,79.29701230228471,39.82425307557118,36.063268892794376,47.1353251318102,97.99648506151144,45.09666080843586,97.64499121265379,44.88576449912127,82.98769771528998,96.2390158172232,98.94551845342707,39.75395430579965,78.76977152899825,84.60456942003516,74.13005272407733,44.463971880492096,31.70474516695958,86.32688927943762,99.22671353251319,57.11775043936731,24.67486818980668,79.05096660808437,56.97715289982426,98.13708260105449,96.90685413005274,82.8822495606327,93.35676625659052,87.45166959578208,79.68365553602813,7.275922671353252,95.32513181019333,47.732864674868196,72.33743409490334,76.97715289982426,81.44112478031636,38.03163444639719,71.70474516695958,88.7170474516696,79.82425307557118,25.83479789103691,92.26713532513182
Ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Fluoroquinolone antibiotic,C17H18FN3O3,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.34700000000004,1.5833,74.57,2,4,3,2,4,0.4117647058823529,24,88.47900000000006,0.8932298763507216,0,True,True,True,True,0,0,0,0,0,0,0,0.5330749,0.46846637,0.8467957,0.015062558,0.012601474,0.073429,0.009488301,0.0337063,0.025682246,0.12995169,0.0025875077,0.18548365,0.31041422,0.7824693,0.7576048,0.034957245,0.09463592,0.02940454,0.004383563,0.012306514,0.13227503,0.0038243034,0.075984314,0.008596489,0.037662663,0.017003987,0.0028850765,0.003758508,0.04350398,0.37624937,0.090573,-5.2444954,-6.810729,-13.121695,3.6790307,-16.359728,2.4301326,-1.1607049,57.50141,-3.127554,-1.3554264,49.42003514938489,39.015817223198596,48.55887521968366,61.37082601054482,63.44463971880493,98.73462214411249,22.601054481546576,49.5079086115993,47.59226713532514,25.869947275922673,37.188049209138846,81.40597539543059,30.544815465729354,62.425307557117755,34.55184534270651,19.226713532513184,28.892794376098422,30.755711775043938,24.463971880492092,39.26186291739895,19.472759226713535,24.007029876977153,55.11423550087874,80.14059753954307,71.07205623901582,21.265377855887525,77.82073813708261,90.43936731107206,55.18453427065027,28.365553602811953,41.40597539543058,69.98242530755712,40.597539543058,15.85237258347979,31.880492091388405,20.738137082601057,61.61687170474517,19.086115992970125,25.483304042179263,57.71528998242531,30.896309314586997,30.333919156414765,33.708260105448154,10.790861159929703,12.688927943760985,28.717047451669597,27.732864674868193,49.068541300527244,15.817223198594027,33.88400702987698,49.84182776801406,22.987697715289986
Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,BCR-ABL kinase inhibitor,C29H31N7O,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,4,5,0.2413793103448276,37,146.8938999999998,0.38941616262964607,0,True,True,False,True,0,0,0,0,0,0,0,0.18316591,0.5121534,0.83103263,0.14845783,0.09639146,0.09792866,0.06824489,0.20563038,0.5673652,0.6293889,0.7850181,0.11857408,0.8686568,0.9122345,0.99745435,0.073196895,0.085238434,0.68748087,0.19270276,0.03400297,0.13887964,0.014974514,0.6255681,0.8443543,0.47396475,0.22390738,0.03700004,0.22711667,0.30034113,0.07160095,0.9844693,-5.4484754,30.550638,32.709137,66.322365,-19.37678,2.2530098,2.7075493,92.37117,-4.5302696,11.234849,81.6871704745167,84.81546572934974,79.85940246045695,61.37082601054482,63.44463971880493,31.950790861159934,22.601054481546576,58.91036906854131,47.59226713532514,25.869947275922673,37.188049209138846,43.93673110720563,33.602811950790866,58.20738137082601,61.195079086115996,51.17750439367312,36.73110720562391,60.07029876977153,68.6115992970123,86.99472759226714,71.0017574692443,90.65026362038665,36.520210896309315,99.96485061511424,84.32337434094904,48.99824253075572,87.7328646748682,88.99824253075572,96.76625659050967,85.79964850615114,66.32688927943761,71.95079086115993,64.21792618629175,39.57820738137083,91.24780316344464,82.10896309314587,94.72759226713534,66.11599297012303,75.50087873462215,90.4042179261863,1.827768014059754,98.10193321616873,25.166959578207383,49.17398945518454,56.13356766256591,88.11950790861161,17.926186291739896,38.066783831282955,74.58699472759227,73.46221441124781,22.073813708260108,91.81019332161688
Gefitinib,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,EGFR kinase inhibitor,C22H24ClFN4O3,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,446.9100000000004,4.275600000000003,68.74,1,7,8,3,4,0.36363636363636365,31,118.15370000000003,0.517854527865434,0,True,True,True,True,0,0,0,1,0,1,0,0.60937345,0.8237699,0.8953902,0.5703406,0.24776372,0.13459435,0.0893116,0.34182763,0.35899383,0.74906445,0.8132264,0.12753841,0.763157,0.89041805,0.99969846,0.10109837,0.09967743,0.8221344,0.27844915,0.038065385,0.16550483,0.01815024,0.90827733,0.8034016,0.56376535,0.32468018,0.06754173,0.23907156,0.35046142,0.19733128,0.9644039,-4.8392506,30.394196,27.080067,97.3651,-13.964951,3.0922532,3.2652793,93.145615,-4.506835,19.885208,75.11423550087873,81.26537785588754,79.85940246045695,36.59050966608085,63.44463971880493,48.646748681898075,22.601054481546576,45.51845342706503,47.59226713532514,66.52021089630932,37.188049209138846,86.46748681898067,59.85940246045695,77.15289982425308,82.84710017574693,69.73637961335677,51.03690685413006,64.28822495606327,79.5079086115993,80.21089630931459,87.10017574692444,91.8804920913884,39.19156414762742,99.29701230228471,81.58172231985941,66.50263620386644,89.98242530755712,91.14235500878735,98.45342706502637,91.03690685413007,69.49033391915643,78.45342706502637,66.36203866432338,67.27592267135326,89.66608084358525,87.59226713532514,96.97715289982426,77.99648506151144,76.16871704745168,92.40773286467487,10.93145869947276,95.1493848857645,56.41476274165203,49.068541300527244,51.493848857645,93.95430579964851,41.6871704745167,85.37785588752197,84.49912126537787,74.79789103690686,22.530755711775047,98.80492091388402
Sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,PDE5 inhibitor,C22H30N6O4S,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.5870000000004,1.6109,113.41999999999999,1,7,7,3,4,0.5,33,125.98550000000004,0.5534046105187581,0,True,True,True,True,0,0,0,0,0,0,0,0.5306442,0.7918069,0.92823184,0.06403478,0.11159619,0.23599377,0.15482281,0.2290822,0.095541224,0.7545429,0.4327933,0.25989047,0.4194669,0.93117476,0.99852246,0.036663182,0.04211653,0.06493473,0.030475298,0.009537793,0.06668909,0.010365451,0.89516467,0.53308785,0.25301823,0.025783986,0.008374764,0.050602663,0.078869976,0.3113992,0.7714841,-4.8387604,100.47541,104.871994,12.93947,-15.2875395,2.1712213,3.2664528,100.71127,-5.6970186,1.6471351,79.5079086115993,39.29701230228471,79.85940246045695,36.59050966608085,63.44463971880493,54.20035149384886,22.601054481546576,75.64147627416521,47.59226713532514,25.869947275922673,37.188049209138846,81.0896309314587,56.41476274165203,89.34973637961336,49.63093145869948,53.63796133567663,77.08260105448156,71.9859402460457,71.31810193321617,59.71880492091389,87.69771528998243,79.89455184534272,70.54481546572936,87.55711775043937,87.06502636203867,52.970123022847105,78.6291739894552,70.7908611599297,66.4323374340949,55.88752196836556,34.30579964850615,36.239015817223205,58.59402460456943,64.53427065026362,79.0158172231986,66.88927943760984,67.83831282952549,37.609841827768015,54.97363796133568,68.7170474516696,22.63620386643234,76.73110720562391,56.52021089630932,88.29525483304043,90.93145869947277,45.48330404217926,33.743409490333924,32.86467486818981,84.49912126537787,90.33391915641477,6.291739894551846,52.61862917398946
